Formation,Well UWI,"[lon,lat]",Geoscout Formation,Province,Area,Facility GOR (scf/bbl),Flare (%),Vent (%),Fuel (%),Well Age (yrs),Operator,2017 Prod Time (yrs),Depth (ft),Oil Production (bbl/day),Well GOR (scf/bbl),Well WOR (bbl/bbl),Gas production (scf/day),Cum Gas Prod (BOE),Cum Oil Prod (bbl),Cum BOE (2017),Formation BOE (2017),Drill & Dev Emissions (gCO2e/MJ),WTR Emissions (gCO2e/MJ-crude),WTR - No Allocation (gCO2e/MJ-crude),2017 Emissions (MtCO2e) - Oil Allocation,2017 Emissions (MtCO2e) - No Allocation
Bakken (SK),100153204203W500,,Kglauc_ss,AB,PEMBINA,143262.6752,0,0.132,1.3463,0.5,,0.5,6560.695748,1.492,153475.292,1.48,228985.1357,6964.964543,272.29,7237.254543,4068008.039,1.73169956,6.152006966,6.392515006,,
Bakken (SK),100163204203W500,,Kglauc_ss,AB,PEMBINA,143262.6752,0,0.132,1.3463,0.5,,0.5,6569.225932,2.595,69605.051,0.793,180625.1073,5494.013682,473.5875,5967.601182,4068008.039,1.598391927,6.302140916,6.845389501,,
Bakken (SK),102023304203W500,,Kglauc_ss,AB,PEMBINA,1481049.381,0,0,0.5686,0.5,,0.5,6599.737744,0.024,2962120.184,37.286,71090.88442,2162.347734,4.38,2166.727734,4068008.039,1.464763328,4.881359868,4.891247434,,
Bakken (SK),102133304203W500,,Kglauc_ss,AB,PEMBINA,770171.8247,0,0,0.8438,0.5,,0.5,6566.60126,0.069,1515389.565,18.6,104561.88,3180.42385,12.5925,3193.01635,4068008.039,1.626179882,5.126914963,5.147214357,,
Bakken (SK),102163304203W500,,Kglauc_ss,AB,PEMBINA,550833.3183,0,0,0.3159,0.5,,0.5,6607.61176,0.417,1101674.604,13.331,459398.3099,13973.36526,76.1025,14049.46776,4068008.039,1.715334412,4.77308014,4.799075548,,
Bakken (SK),100160204204W500,,Kglauc_ss,AB,PEMBINA,95489.68241,0,0,1.1547,0.5,,0.5,7005.249568,0.148,609383.587,2.465,90188.77088,2743.241781,27.01,2770.251781,4068008.039,1.653694524,5.760391976,5.817108882,,
Bakken (SK),100010404204W500,,Kglauc_ss,AB,PEMBINA,2133164.286,0,0,0.7097,0.5,,0.5,6882.546152,0.11,3814967.963,22.594,419646.4759,12764.24698,20.075,12784.32198,4068008.039,1.615873915,4.899353533,4.907059003,,
Bakken (SK),100020404204W500,,Kglauc_ss,AB,PEMBINA,2133164.286,0,0,0.7097,0.5,,0.5,6907.80862,0.038,15506086.29,85.909,589231.2791,17922.4514,6.935,17929.3864,4068008.039,1.519385934,4.763154929,4.764998008,,
Bakken (SK),100010904204W500,,Kglauc_ss,AB,PEMBINA,1107095.623,0,0,0.4995,0.5,,0.5,6832.677384,0.114,2214207.259,21.697,252419.6275,7677.763671,20.805,7698.568671,4068008.039,1.429018171,4.984671646,4.998178977,,
Bakken (SK),100011004204W500,,Kglauc_ss,AB,PEMBINA,2133164.286,0,0,0.7097,0.5,,0.5,6829.724628,0.041,12245047.64,60.917,502046.9533,15270.59483,7.4825,15278.07733,4068008.039,1.828651939,5.681009681,5.683793341,,
Bakken (SK),100021004204W500,,Kglauc_ss,AB,PEMBINA,2133164.286,0,0,0.7097,0.5,,0.5,6829.724628,0.052,12608969.47,64.467,655666.4122,19943.1867,9.49,19952.6767,4068008.039,1.833514293,5.782692767,5.785444472,,
Bakken (SK),100031104204W500,,Kglauc_ss,AB,PEMBINA,384707.582,0,0,0.1403,0.5,,0.5,7066.92936,0.09,769420.728,1.577,69247.86552,2106.289243,16.425,2122.714243,4068008.039,1.276382226,4.650772093,4.687039159,,
Bakken (SK),100151104204W500,,Kglauc_ss,AB,PEMBINA,319719.8696,0,0,0.061,0.5,,0.5,6790.354548,0.496,319722.182,1.986,158582.2023,4823.541986,90.52,4914.061986,4068008.039,1.470987554,4.753578785,4.842785835,,
Bakken (SK),102161104204W500,,Kglauc_ss,AB,PEMBINA,205571.5403,0,0,0.1319,0.5,,0.5,6786.089456,0.5,205573.027,2.938,102786.5135,3126.423119,91.25,3217.673119,4068008.039,1.776858276,4.925296114,5.069049296,,
Bakken (SK),100031204204W500,,Kglauc_ss,AB,PEMBINA,1806711.19,0,0,0.3048,0.5,,0.5,6825.78762,0.09,3613448.512,51.308,325210.3661,9891.815302,16.425,9908.240302,4068008.039,1.438766243,4.456093725,4.463492906,,
Bakken (SK),102131204204W500,,Kglauc_ss,AB,PEMBINA,102648.7142,0,0,0.1082,0.5,,0.5,6770.341424,1.22,102649.457,1.251,125232.3375,3809.150267,222.65,4031.800267,4068008.039,1.640836007,4.736365089,5.013212053,,
Bakken (SK),102141304204W500,,Kglauc_ss,AB,PEMBINA,581594.3748,0,0,1.1873,0.5,,0.5,6729.987092,0.048,1768609.533,21.857,84893.25758,2582.169918,8.76,2590.929918,4068008.039,1.641584911,5.407879081,5.426225287,,
Bakken (SK),100011404204W502,,Kglauc_ss,AB,PEMBINA,63500.1657,0,0,0.001,0.5,,0.5,6765.09208,1.541,127001.25,1.022,195708.9263,5952.813173,281.2325,6234.045673,4068008.039,1.431482406,4.584680194,4.801277126,,
Bakken (SK),102021504204W502,,Kglauc_ss,AB,PEMBINA,1858841.052,0,0,0.7662,0.5,,0.5,6814.960848,0.038,2355593.938,20,89512.56964,2722.673993,6.935,2729.608993,4068008.039,1.487799632,5.008606266,5.021363828,,
Bakken (SK),100031504204W500,,Kglauc_ss,AB,PEMBINA,674195.4602,0,0.006,1.0185,0.5,,0.5,6812.008092,0.079,1353126.658,17,106897.006,3251.450599,14.4175,3265.868099,4068008.039,1.437872944,5.160319655,5.183201414,,
Bakken (SK),102041504204W500,,Kglauc_ss,AB,PEMBINA,305501.1411,0,0.0069,0.4818,0.5,,0.5,6815.9451,0.372,445999.447,2.898,165911.7943,5046.483743,67.89,5114.373743,4068008.039,1.393924357,4.634200746,4.696544331,,
Bakken (SK),102141504204W500,,Kglauc_ss,AB,PEMBINA,1858841.052,0,0,0.7662,0.5,,0.5,6765.420164,0.059,2958911.822,26.647,174575.7975,5310.013841,10.7675,5320.781341,4068008.039,1.494012365,5.089732757,5.100053577,,
Bakken (SK),100021604204W500,,Kglauc_ss,AB,PEMBINA,2133164.286,0,0,0.7097,0.5,,0.5,6810.039588,0.796,475931.33,4.264,378841.3387,11523.09072,145.27,11668.36072,4068008.039,1.53175752,4.851883071,4.913050085,,
Bakken (SK),102031804204W500,,Kglauc_ss,AB,PEMBINA,1211314.168,0,0,0.407,0.5,,0.5,6975.393924,0.152,544491.838,14.705,82762.75938,2517.367264,27.74,2545.107264,4068008.039,1.415460958,4.704894758,4.756740106,,
Bakken (SK),102041804204W500,,Kglauc_ss,AB,PEMBINA,311326.9964,0,0,0.7409,0.5,,0.5,6999.015972,0.445,622658.496,13.907,277083.0307,8427.942184,81.2125,8509.154684,4068008.039,1.352676357,4.68158009,4.726692267,,
Bakken (SK),102021904204W500,,Kglauc_ss,AB,PEMBINA,758587.0207,0,0,0.3497,0.5,,0.5,6921.260064,0.29,399307.383,16.286,115799.1411,3522.223874,52.925,3575.148874,4068008.039,1.541354466,4.744114409,4.815399559,,
Bakken (SK),103041904204W500,,Kglauc_ss,AB,PEMBINA,758587.0207,0,0,0.3497,0.5,,0.5,6949.803372,0.048,7465858.291,64.429,358361.198,10900.1531,8.76,10908.9131,4068008.039,1.33522735,4.328204529,4.331682927,,
Bakken (SK),100151904204W500,,Kglauc_ss,AB,PEMBINA,1211314.168,0,0,0.407,0.5,,0.5,6929.790248,0.131,1983443.139,21.974,259831.0512,7903.194474,23.9075,7927.101974,4068008.039,1.660490271,4.795469102,4.8099756,,
Bakken (SK),102161904204W500,,Kglauc_ss,AB,PEMBINA,206401.8776,0,0.0381,0.4576,0.5,,0.5,6864.173448,0.369,412806.741,8.916,152325.6874,4633.239659,67.3425,4700.582159,4068008.039,1.757881462,5.237714721,5.313843052,,
Bakken (SK),102032004204W500,,Kglauc_ss,AB,PEMBINA,7956618.076,0.0002,0.0016,1.2783,0.5,,0.5,6861.87686,0.062,3391238.596,62.111,210256.793,6395.310786,11.315,6406.625786,4068008.039,1.289044924,5.28680498,5.29615874,,
Bakken (SK),102032104204W500,,Kglauc_ss,AB,PEMBINA,1720628.591,0,0,0.1525,0.5,,0.5,6824.803368,0.317,3441282.068,0,1090886.416,33181.12847,57.8525,33238.98097,4068008.039,1.448122426,4.321474567,4.329009214,,
Bakken (SK),102162104204W500,,Kglauc_ss,AB,PEMBINA,305501.1411,0,0.0069,0.4818,0.5,,0.5,6803.805992,0.162,710669.241,9.872,115128.417,3501.822685,29.565,3531.387685,4068008.039,1.562335811,5.205549857,5.249498993,,
Bakken (SK),103142204204W500,,Kglauc_ss,AB,PEMBINA,674195.4602,0,0.006,1.0185,0.5,,0.5,6759.842736,0.321,673031.544,5.527,216043.1256,6571.311738,58.5825,6629.894238,4068008.039,1.674552987,5.341121603,5.388737098,,
Bakken (SK),100152204204W500,,Kglauc_ss,AB,PEMBINA,1001159.935,0.0017,0.0057,0.611,0.5,,0.5,6751.640636,0.3,1830499.573,9.115,549149.8719,16703.3086,54.75,16758.0586,4068008.039,1.699646629,4.997028254,5.013407482,,
Bakken (SK),100162204204W500,,Kglauc_ss,AB,PEMBINA,1001159.935,0.0017,0.0057,0.611,0.5,,0.5,6763.45166,0.255,2490241.676,14.527,635011.6274,19314.937,46.5375,19361.4745,4068008.039,1.752957781,5.081363799,5.093606861,,
Bakken (SK),102132304204W500,,Kglauc_ss,AB,PEMBINA,1252582.634,0,0,0.4693,0.5,,0.5,6760.17082,0.086,2481218.809,26.84,213384.8176,6490.454868,15.695,6506.149868,4068008.039,1.62670625,4.816703495,4.828351086,,
Bakken (SK),103142304204W500,,Kglauc_ss,AB,PEMBINA,1252582.634,0,0,0.4693,0.5,,0.5,6750.656384,0.121,1269709.247,7.971,153634.8189,4673.059074,22.0825,4695.141574,4068008.039,1.655713596,4.918360587,4.941602257,,
Bakken (SK),100152304204W500,,Kglauc_ss,AB,PEMBINA,148340.0947,0,0.0484,0.9462,0.5,,0.5,6753.937224,0.789,180894.172,4.017,142725.5017,4341.23401,143.9925,4485.22651,4068008.039,1.7182171,5.534545359,5.718118283,,
Bakken (SK),100162304204W500,,Kglauc_ss,AB,PEMBINA,148340.0947,0,0.0484,0.9462,0.5,,0.5,6748.68788,0.613,199256.401,4.41,122144.1738,3715.21862,111.8725,3827.09112,4068008.039,1.767244411,5.620603594,5.789850963,,
Bakken (SK),102162304204W500,,Kglauc_ss,AB,PEMBINA,148340.0947,0,0.0484,0.9462,0.5,,0.5,6739.173444,0.234,404996.721,8.971,94769.23271,2882.564162,42.705,2925.269162,4068008.039,1.728242251,5.66904067,5.753027138,,
Bakken (SK),102132404204W500,,Kglauc_ss,AB,PEMBINA,227518.6141,0,0.2243,0.028,0.5,,0.5,6732.939848,0.303,227520.26,1.432,68938.63878,2096.883596,55.2975,2152.181096,4068008.039,1.605329182,5.813559302,5.96687029,,
Bakken (SK),100162504204W500,,Kglauc_ss,AB,PEMBINA,1894803.025,0,0,1.9583,0.5,,0.5,6853.018592,0.079,1894816.728,34.478,149690.5215,4553.086696,14.4175,4567.504196,4068008.039,1.78433492,6.144467847,6.163924508,,
Bakken (SK),100022604204W500,,Kglauc_ss,AB,PEMBINA,1490486.473,0.0732,0.0012,0.729,0.5,,0.5,6800.853236,0.083,2269247.681,14.042,188347.5575,5728.904875,15.1475,5744.052375,4068008.039,1.477066946,4.914412108,4.92740605,,
Bakken (SK),100042704204W500,,Kglauc_ss,AB,PEMBINA,7956618.076,0.0002,0.0016,1.2783,0.5,,0.5,6806.758748,0.327,733389.33,4.547,239818.3109,7294.473624,59.6775,7354.151124,4068008.039,1.207702815,5.107933445,5.149722436,,
Bakken (SK),100012804204W500,,Kglauc_ss,AB,PEMBINA,209329.1678,0,0.045,0.6193,0.5,,0.5,6771.65376,0.582,293688.518,5.089,170926.7175,5199.02099,106.215,5305.23599,4068008.039,1.553583299,5.346572498,5.455801947,,
Bakken (SK),100022804204W500,,Kglauc_ss,AB,PEMBINA,209329.1678,0,0.045,0.6193,0.5,,0.5,6800.197068,0.686,315463.399,3.925,216407.8917,6582.406706,125.195,6707.601706,4068008.039,1.544850848,5.084374528,5.181077497,,
Bakken (SK),100032804204W500,,Kglauc_ss,AB,PEMBINA,1606813.29,0,0,0.9771,0.5,,0.5,6793.635388,0.062,2232752.564,42.556,138430.659,4210.59921,11.315,4221.91421,4068008.039,1.288906834,5.783635192,5.799177358,,
Bakken (SK),103042804204W500,,Kglauc_ss,AB,PEMBINA,1606813.29,0,0,0.9771,0.5,,0.5,6789.69838,0.062,2587722.167,46.667,160438.7744,4880.01272,11.315,4891.32772,4068008.039,1.342044229,4.855967022,4.867226269,,
Bakken (SK),100132804204W500,,Kglauc_ss,AB,PEMBINA,215666.4188,0,0,2.2205,0.5,,0.5,6950.131456,0.059,431335.957,6.471,25448.82146,774.0683195,10.7675,784.8358195,4068008.039,1.678622185,6.480618861,6.570766025,,
Bakken (SK),100042904204W500,,Kglauc_ss,AB,PEMBINA,5127185.477,0,0,0.4232,0.5,,0.5,6844.816492,0.045,8773944.483,68.154,394827.5017,12009.33651,8.2125,12017.54901,4068008.039,1.350160174,4.430872812,4.433902833,,
Bakken (SK),100162904204W500,,Kglauc_ss,AB,PEMBINA,5127185.477,0,0,0.4232,0.5,,0.5,6789.370296,0.038,6876905.118,81.818,261322.3945,7948.556166,6.935,7955.491166,4068008.039,1.706854372,4.861269396,4.865510783,,
Bakken (SK),102143004204W500,,Kglauc_ss,AB,PEMBINA,7956618.076,0.0002,0.0016,1.2783,0.5,,0.5,6833.661636,0.069,816929.165,16.2,56368.11239,1714.530085,12.5925,1727.122585,4068008.039,1.447323042,5.708959231,5.750889128,,
Bakken (SK),100013104204W500,,Kglauc_ss,AB,PEMBINA,1064191.8,0.0692,0.0018,0.717,0.5,,0.5,6815.288932,1.368,215095.617,2.01,294250.8041,8950.128623,249.66,9199.788623,4068008.039,1.648642554,5.056626504,5.197678932,,
Bakken (SK),103023104204W500,,Kglauc_ss,AB,PEMBINA,87739.90834,0,0,1.4157,0.5,,0.5,6807.414916,0.848,197082.763,1.35,167126.183,5083.4214,154.76,5238.1814,4068008.039,1.579989684,5.48999735,5.657135174,,
Bakken (SK),100093104204W500,,Kglauc_ss,AB,PEMBINA,467738.7722,0,0,1.6159,0.5,,0.5,6965.551404,0.045,935484.31,8.615,42096.79395,1280.444149,8.2125,1288.656649,4068008.039,1.491732384,6.059427704,6.098291601,,
Bakken (SK),100013204204W500,,Kglauc_ss,AB,PEMBINA,1331730.952,0,0.0047,0.27,0.5,,0.5,6779.85586,0.203,2009087.138,5.797,407844.689,12405.27596,37.0475,12442.32346,4068008.039,1.625696645,4.658529749,4.672442126,,
Bakken (SK),102013204204W500,,Kglauc_ss,AB,PEMBINA,1331730.952,0,0.0047,0.27,0.5,,0.5,6802.82174,0.207,1975228.043,5.817,408872.2049,12436.52957,37.7775,12474.30707,4068008.039,1.555864952,4.587331989,4.601266579,,
Bakken (SK),100033204204W500,,Kglauc_ss,AB,PEMBINA,4364878.045,0,0,0.3752,0.5,,0.5,6823.819116,0.059,6430406.649,31.235,379393.9923,11539.9006,10.7675,11550.6681,4068008.039,1.425174412,4.492344786,4.496536444,,
Bakken (SK),103043204204W500,,Kglauc_ss,AB,PEMBINA,4364878.045,0,0,0.3752,0.5,,0.5,6845.47266,0.048,7157053.452,21.929,343538.5657,10449.29804,8.76,10458.05804,4068008.039,1.343317532,4.379150566,4.382821756,,
Bakken (SK),102013304204W500,,Kglauc_ss,AB,PEMBINA,1490486.473,0.0732,0.0012,0.729,0.5,,0.5,6765.748248,0.028,4687517.091,28,131250.4785,3992.202056,5.11,3997.312056,4068008.039,1.618756466,5.092774999,5.099293727,,
Bakken (SK),103013304204W500,,Kglauc_ss,AB,PEMBINA,4746296.051,0,0,0.5323,0.5,,0.5,6769.357172,0.014,11274183.94,65.75,157838.5752,4800.923329,2.555,4803.478329,4068008.039,1.540502065,4.815354021,4.8179167,,
Bakken (SK),100023304204W500,,Kglauc_ss,AB,PEMBINA,4746296.051,0,0,0.5323,0.5,,0.5,6781.824364,0.028,6228733.97,40.625,174404.5512,5304.805098,5.11,5309.915098,4068008.039,1.46474739,4.701249128,4.705777736,,
Bakken (SK),102043304204W500,,Kglauc_ss,AB,PEMBINA,881578.1227,0,0.0099,0.4394,0.5,,0.5,6779.199692,0.086,2078088.128,10.08,178715.579,5435.932195,15.695,5451.627195,4068008.039,1.268670474,4.760069646,4.773813249,,
Bakken (SK),102023404204W500,,Kglauc_ss,AB,PEMBINA,1902843.097,0,0,0.7187,0.5,,0.5,6816.601268,0.086,2665827.956,23.28,229261.2042,6973.361628,15.695,6989.056628,4068008.039,1.505605505,4.926182289,4.937269687,,
Bakken (SK),102033404204W500,,Kglauc_ss,AB,PEMBINA,1902843.097,0,0,0.7187,0.5,,0.5,6812.66426,0.097,2920612.001,26.571,283299.3641,8617.022325,17.7025,8634.724825,4068008.039,1.421142167,4.755523764,4.765293341,,
Bakken (SK),102163404204W500,,Kglauc_ss,AB,PEMBINA,1490486.473,0.0732,0.0012,0.729,0.5,,0.5,6807.743,0.031,4528513.791,25.556,140383.9275,4270.011129,5.6575,4275.668629,4068008.039,1.728849828,5.288725046,5.295732279,,
Bakken (SK),100013504204W500,,Kglauc_ss,AB,PEMBINA,280810.1885,0,0.1468,1.2705,0.5,,0.5,6775.918852,0.01,4386900.259,27.333,43869.00259,1334.348829,1.825,1336.173829,4068008.039,1.634353105,6.558890048,6.567860696,,
Bakken (SK),102033504204W500,,Kglauc_ss,AB,PEMBINA,1001159.935,0.0017,0.0057,0.611,0.5,,0.5,6776.246936,0.1,2438106.168,16.207,243810.6168,7415.906261,18.25,7434.156261,4068008.039,1.426420248,4.719220687,4.730834342,,
Bakken (SK),103043504204W500,,Kglauc_ss,AB,PEMBINA,1490486.473,0.0732,0.0012,0.729,0.5,,0.5,6775.590768,0.21,1053802.266,9.361,221298.4759,6731.161974,38.325,6769.486974,4068008.039,1.34535623,4.764661709,4.79179011,,
Bakken (SK),100091404205W500,,Kglauc_ss,AB,PEMBINA,82247.16162,0,0.031,0.3779,0.5,,0.5,7373.359816,1.899,164495.513,0.75,312376.9792,9501.46645,346.5675,9848.03395,4068008.039,1.663754144,4.96951152,5.150775244,,
Bakken (SK),100152304205W500,,Kglauc_ss,AB,PEMBINA,1478667.286,0,0,0.183,0.5,,0.5,6995.735132,0.286,2957355.959,9.072,845803.8043,25726.53238,52.195,25778.72738,4068008.039,1.592637865,4.928786699,4.938786415,,
Bakken (SK),100152404205W500,,Kglauc_ss,AB,PEMBINA,1363584.078,0,0,0.1176,0.5,,0.5,7063.320436,0.483,2727187.879,10.536,1317231.746,40065.79893,88.1475,40153.94643,4068008.039,1.581039435,4.890668606,4.901428412,,
Bakken (SK),103013604205W500,,Kglauc_ss,AB,PEMBINA,130535.1182,0,0.083,1.0147,0.5,,0.5,6864.501532,0.427,259359.841,0,110746.6521,3368.544002,77.9275,3446.471502,4068008.039,1.627987569,5.673964722,5.805225553,,
Bakken (SK),100023604205W500,,Kglauc_ss,AB,PEMBINA,130535.1182,0,0.083,1.0147,0.5,,0.5,6874.015968,0.631,131069.476,3.934,82704.83936,2515.60553,115.1575,2630.76303,4068008.039,1.586992542,5.730728654,5.993065645,,
Bakken (SK),102023604205W500,,Kglauc_ss,AB,PEMBINA,130535.1182,0,0.083,1.0147,0.5,,0.5,6876.64064,0.634,173016.15,5.147,109692.2391,3336.472273,115.705,3452.177273,4068008.039,1.514150804,5.584872894,5.778549828,,
Bakken (SK),100021804301W502,,Kglauc_ss,AB,PEMBINA,194643.9486,0,0.0696,0.5236,0.5,,0.5,5795.931944,2.199,242344.476,1.263,532915.5027,16209.51321,401.3175,16610.83071,4068008.039,1.528350029,5.066126238,5.191554133,,
Bakken (SK),100141804301W502,,Kglauc_ss,AB,PEMBINA,194643.9486,0,0.0696,0.5236,0.5,,0.5,6102.3624,1.52,146044.127,0.465,221987.073,6752.106805,277.4,7029.506805,4068008.039,1.223281151,4.92751761,5.129957148,,
Bakken (SK),100052004301W502,,Kglauc_ss,AB,PEMBINA,194643.9486,0,0.0696,0.5236,0.5,,0.5,5994.422764,0.024,5382829.286,25.857,129187.9029,3929.465379,4.38,3933.845379,4068008.039,1.19348095,4.807371733,4.812730296,,
Bakken (SK),100102004301W502,,Kglauc_ss,AB,PEMBINA,194643.9486,0,0.0696,0.5236,0.5,,0.5,6007.21804,0.107,980387.445,3.226,104901.4566,3190.752639,19.5275,3210.280139,4068008.039,1.361241699,5.11383076,5.145127555,,
Bakken (SK),100093104301W504,,Kglauc_ss,AB,PEMBINA,366126.5133,0,0.0058,1.5906,0.5,,0.5,6096.128804,0.693,614062.124,3.786,425545.0519,12943.662,126.4725,13070.1345,4068008.039,1.437143328,5.549123164,5.603343637,,
Bakken (SK),100050704302W500,,Kglauc_ss,AB,PEMBINA,7005.908514,1.4082,1.0248,17.9311,0.5,,0.5,6283.136684,3.926,21724.047,1.535,85288.60852,2594.195176,716.495,3310.690176,4068008.039,1.959725209,21.90592913,27.95616345,,
Bakken (SK),100060704302W500,,Kglauc_ss,AB,PEMBINA,7005.908514,1.4082,1.0248,17.9311,0.5,,0.5,6296.916212,4.915,15013.042,1.972,73789.10143,2244.418502,896.9875,3141.406002,4068008.039,2.104732668,21.80262846,30.51610377,,
Bakken (SK),100130804302W500,,Kglauc_ss,AB,PEMBINA,51912.54722,0,0.1138,0.2572,0.5,,0.5,6163.714108,8.84,51912.923,0.899,458910.2393,13958.51978,1613.3,15571.81978,4068008.039,1.627807968,5.820946753,6.493721055,,
Bakken (SK),100011404302W500,,Kglauc_ss,AB,PEMBINA,350241.9232,0,0,0.6102,0.5,,0.5,6060.039564,0.534,350244.456,6.026,187030.5395,5688.845577,97.455,5786.300577,4068008.039,1.508048169,5.117181982,5.204843875,,
Bakken (SK),100041404302W500,,Kglauc_ss,AB,PEMBINA,1202098.722,0,0,0.8024,0.5,,0.5,6057.086808,0.128,1267086.195,4.514,162187.033,4933.188919,23.36,4956.548919,4068008.039,1.234101777,4.822467146,4.845302848,,
Bakken (SK),100011804302W500,,Kglauc_ss,AB,PEMBINA,140169.2229,0,0.0405,1.6898,0.5,,0.5,6241.141932,8.213,34703.288,2.654,285018.1043,8669.300674,1498.8725,10168.17317,4068008.039,1.71473294,6.124582443,7.183487716,,
Bakken (SK),102022904302W500,,Kglauc_ss,AB,PEMBINA,140169.2229,0,0.0405,1.6898,0.5,,0.5,6031.82434,1.999,132853.844,3.374,265574.8342,8077.901206,364.8175,8442.718706,4068008.039,1.399708084,5.703770428,5.961366457,,
Bakken (SK),100132904302W500,,Kglauc_ss,AB,PEMBINA,140169.2229,0,0.0405,1.6898,0.5,,0.5,6299.540884,0.227,242535.15,1.515,55055.47905,1674.604154,41.4275,1716.031654,4068008.039,1.59324987,6.181467907,6.334389277,,
Bakken (SK),100043204302W500,,Kglauc_ss,AB,PEMBINA,826996.4973,0,0,5.0719,0.5,,0.5,6199.803348,0.021,947001.506,4.333,19887.03163,604.897212,3.8325,608.729712,4068008.039,1.301539817,8.649726323,8.704529148,,
Bakken (SK),100153204302W500,,Kglauc_ss,AB,PEMBINA,140169.2229,0,0.0405,1.6898,0.5,,0.5,6025.26266,5.538,75960.016,0.354,420666.5686,12795.2748,1010.685,13805.9598,4068008.039,1.609819674,6.116440268,6.599571309,,
Bakken (SK),100023304302W500,,Kglauc_ss,AB,PEMBINA,131246.3843,0,0,0.6473,0.5,,0.5,6113.517256,1.816,137585.154,0.985,249854.6397,7599.74529,331.42,7931.16529,4068008.039,1.416067859,5.024988369,5.244124877,,
Bakken (SK),100033304302W500,,Kglauc_ss,AB,PEMBINA,131246.3843,0,0,0.6473,0.5,,0.5,6107.28366,1.851,125027.536,0.855,231425.9691,7039.206561,337.8075,7377.014061,4068008.039,1.358745082,4.946063698,5.183422468,,
Bakken (SK),100123404302W500,,Kglauc_ss,AB,PEMBINA,287737.6371,0,0,0.1282,0.5,,0.5,6086.614368,0.327,264715.191,1.537,86561.86746,2632.923468,59.6775,2692.600968,4068008.039,1.332134688,4.612461417,4.717006866,,
Bakken (SK),100033604302W500,,Kglauc_ss,AB,PEMBINA,11328142.86,0,0,0.4461,0.5,,0.5,6069.225916,0.01,10272907.65,69.333,102729.0765,3124.676076,1.825,3126.501076,4068008.039,1.249766538,5.330809967,5.333923482,,
Bakken (SK),100140104303W500,,Kglauc_ss,AB,PEMBINA,7005.908514,1.4082,1.0248,17.9311,0.5,,0.5,6310.69574,0.672,23293.531,1.272,15653.25283,476.1197736,122.64,598.7597736,4068008.039,2.238260092,23.41326713,29.44410903,,
Bakken (SK),100040504303W500,,Kglauc_ss,AB,PEMBINA,253223.8081,0,0,0.5263,0.5,,0.5,6575.131444,0.341,506451.279,4.394,172699.8861,5252.95487,62.2325,5315.18737,4068008.039,1.34658435,4.561103861,4.615139904,,
Bakken (SK),102161204303W500,,Kglauc_ss,AB,PEMBINA,7005.908514,1.4082,1.0248,17.9311,0.5,,0.5,6270.997576,10.022,4151.122,0.294,41602.54468,1265.410734,1829.015,3094.425734,4068008.039,2.653578159,15.26642071,37.33238847,,
Bakken (SK),100141404303W500,,Kglauc_ss,AB,PEMBINA,9201.792394,0,0.2603,2.3816,0.5,,0.5,6396.653748,4.25,30541.238,0.365,129800.2615,3948.091287,775.625,4723.716287,4068008.039,1.826546806,7.552851101,9.036651679,,
Bakken (SK),100101804303W500,,Kglauc_ss,AB,PEMBINA,17360.36827,0,0,0.001,0.5,,0.5,6730.315176,3.278,34720.988,0.566,113815.3987,3461.885043,598.235,4060.120043,4068008.039,1.586494612,5.188781765,6.085435126,,
Bakken (SK),102161804303W500,,Kglauc_ss,AB,PEMBINA,27131.65506,0,0,0.001,0.5,,0.5,6760.826988,2.909,54263.703,0.823,157853.112,4801.365491,530.8925,5332.257991,4068008.039,1.664403478,5.217559957,5.794471558,,
Bakken (SK),100011904303W500,,Kglauc_ss,AB,PEMBINA,30160.91769,0,0.1612,0.7302,0.5,,0.5,6582.021208,2.113,28503.653,0.215,60228.21879,1831.941655,385.6225,2217.564155,4068008.039,1.815200721,6.314735041,7.643982568,,
Bakken (SK),102011904303W500,,Kglauc_ss,AB,PEMBINA,30160.91769,0,0.1612,0.7302,0.5,,0.5,6604.002836,2.237,64304.423,0.499,143848.9943,4375.406908,408.2525,4783.659408,4068008.039,1.653116382,5.933741685,6.487396448,,
Bakken (SK),102131904303W500,,Kglauc_ss,AB,PEMBINA,608566.1153,0,0,0.8179,0.5,,0.5,6732.611764,0.103,706133.732,18.333,72731.7744,2212.258138,18.7975,2231.055638,4068008.039,1.638339078,5.276172251,5.32100375,,
Bakken (SK),100012004303W500,,Kglauc_ss,AB,PEMBINA,180042.5948,0,0,1.2298,0.5,,0.5,6499.015956,0.107,108851.442,0.71,11647.10429,354.2660889,19.5275,373.7935889,4068008.039,1.678042587,7.088761834,7.479501453,,
Bakken (SK),100042004303W500,,Kglauc_ss,AB,PEMBINA,180042.5948,0,0,1.2298,0.5,,0.5,6551.181312,1.099,108614.116,1.809,119366.9135,3630.743618,200.5675,3831.311118,4068008.039,1.405537854,5.18239218,5.468674979,,
Bakken (SK),100162004303W500,,Kglauc_ss,AB,PEMBINA,180042.5948,0,0,1.2298,0.5,,0.5,6487.204932,0.52,233695.173,2.219,121521.49,3696.278653,94.9,3791.178653,4068008.039,1.637072363,5.945805008,6.098460408,,
