Formation,Well UWI,"[lon,lat]",Geoscout Formation,Province,Area,Facility GOR (scf/bbl),Flare (%),Vent (%),Fuel (%),Well Age (yrs),Operator,2017 Prod Time (yrs),Depth (ft),Oil Production (bbl/day),Well GOR (scf/bbl),Well WOR (bbl/bbl),Gas production (scf/day),Cum Gas Prod (BOE),Cum Oil Prod (bbl),Cum BOE (2017),Formation BOE (2017),Drill & Dev Emissions (gCO2e/MJ),WTR Emissions (gCO2e/MJ-crude),WTR - No Allocation (gCO2e/MJ-crude),2017 Emissions (MtCO2e) - Oil Allocation,2017 Emissions (MtCO2e) - No Allocation
Bakken (SK),100163404411W500,,Kcard_ss,AB,PEMBINA,73067.59713,0,0.2695,8.5961,0.5,,0.5,6817.257436,2.554,83075.359,0,212174.4669,6453.640034,466.105,6919.745034,4921008.383,1.126585324,9.688837373,10.38859991,,
Bakken (SK),100013504411W500,,Kcard_ss,AB,PEMBINA,56439.10949,0.2701,0.1178,2.0368,0.5,,0.5,6766.7325,1.434,81115.257,0.255,116319.2785,3538.044722,261.705,3799.749722,4921008.383,1.182838913,6.124955697,6.578011454,,
Bakken (SK),100023504411W500,,Kcard_ss,AB,PEMBINA,56439.10949,0.2701,0.1178,2.0368,0.5,,0.5,6781.168196,1.734,76551.006,0.153,132739.4444,4037.491434,316.455,4353.946434,4921008.383,1.121321223,5.899783572,6.362203379,,
Bakken (SK),100033504411W500,,Kcard_ss,AB,PEMBINA,56439.10949,0.2701,0.1178,2.0368,0.5,,0.5,6790.354548,1.909,86520.082,0.46,165166.8365,5023.824611,348.3925,5372.217111,4921008.383,1.053852326,6.055170749,6.475085105,,
Bakken (SK),100043504411W500,,Kcard_ss,AB,PEMBINA,56439.10949,0.2701,0.1178,2.0368,0.5,,0.5,6813.976596,1.754,69107.423,0.208,121214.4199,3686.938607,320.105,4007.043607,4921008.383,1.011596049,5.977757123,6.496754087,,
Bakken (SK),100013604411W500,,Kcard_ss,AB,PEMBINA,56439.10949,0.2701,0.1178,2.0368,0.5,,0.5,6716.863732,1.889,97559.379,0.281,184289.6669,5605.477369,344.7425,5950.219869,4921008.383,1.157173159,6.031784226,6.402745027,,
Bakken (SK),100023604411W500,,Kcard_ss,AB,PEMBINA,56439.10949,0.2701,0.1178,2.0368,0.5,,0.5,6725.722,2.054,71661.941,0.158,147193.6268,4477.139482,374.855,4851.994482,4921008.383,1.118814092,5.99750078,6.499650236,,
Bakken (SK),100033604411W500,,Kcard_ss,AB,PEMBINA,56439.10949,0.2701,0.1178,2.0368,0.5,,0.5,6725.393916,1.768,113934.374,0.536,201435.9732,6127.010852,322.66,6449.670852,4921008.383,0.873829779,4.99318882,5.256139603,,
Bakken (SK),100043604411W500,,Kcard_ss,AB,PEMBINA,56439.10949,0.2701,0.1178,2.0368,0.5,,0.5,6739.501528,1.196,130964.966,0.646,156634.0993,4764.287188,218.27,4982.557188,4921008.383,0.814197022,5.051143817,5.282555803,,
Bakken (SK),100040604506W500,,Kcard_ss,AB,PEMBINA,4191.559961,0.5694,0.0037,0.0009,0.5,,0.5,5702.756088,2.099,1963.739,0,4121.888161,125.3740982,383.0675,508.4415982,4921008.383,1.821841352,7.281677599,29.53008515,,
Bakken (SK),100132104506W500,,Kcard_ss,AB,PEMBINA,4191.559961,0.5694,0.0037,0.0009,0.5,,0.5,5440.945056,0.893,59788.259,0.035,53390.91529,1623.973673,162.9725,1786.946173,4921008.383,1.169430596,4.777052287,5.256449315,,
Bakken (SK),102162304506W500,,Kcard_ss,AB,PEMBINA,83316.27403,0,0,2.1667,0.5,,0.5,5252.62484,1.265,83316.877,0.226,105395.8494,3205.790419,230.8625,3436.652919,4921008.383,1.041731869,4.502052725,4.826264546,,
Bakken (SK),100132604506W500,,Kcard_ss,AB,PEMBINA,4191.559961,0.5694,0.0037,0.0009,0.5,,0.5,5272.637964,0.362,78658.341,0.038,28474.31944,866.093883,66.065,932.158883,4921008.383,1.150140598,5.053352083,5.438818037,,
Bakken (SK),100142604506W500,,Kcard_ss,AB,PEMBINA,4191.559961,0.5694,0.0037,0.0009,0.5,,0.5,5281.496232,0.224,166625.045,0,37324.01008,1135.271973,40.88,1176.151973,4921008.383,1.121231905,4.841690305,5.016034696,,
Bakken (SK),100053204506W500,,Kcard_ss,AB,PEMBINA,86996.69487,0,0.2959,22.3941,0.5,,0.5,5279.855812,1.41,69736.767,0.403,98328.84147,2990.835595,257.325,3248.160595,4921008.383,1.303606398,22.48489938,24.41945129,,
Bakken (SK),100063204506W500,,Kcard_ss,AB,PEMBINA,86996.69487,0,0.2959,22.3941,0.5,,0.5,5267.716704,1.213,80614.652,0.29,97785.57288,2974.311175,221.3725,3195.683675,4921008.383,1.325398805,22.71353302,24.40405943,,
Bakken (SK),100153204506W500,,Kcard_ss,AB,PEMBINA,86996.69487,0,0.2959,22.3941,0.5,,0.5,5300.853188,0.986,119536.724,0.594,117863.2099,3585.005967,179.945,3764.950967,4921008.383,1.502533001,25.50975689,26.79018801,,
Bakken (SK),100133304506W500,,Kcard_ss,AB,PEMBINA,66358.29797,0,0,2.3718,0.5,,0.5,5307.742952,2.189,66358.778,0.243,145259.365,4418.305687,399.4925,4817.798187,4921008.383,1.001535721,4.802082066,5.236274697,,
Bakken (SK),100092104507W500,,Kcard_ss,AB,PEMBINA,39375.97729,0.235,0,0.1767,0.5,,0.5,5640.748212,13.417,41842.216,0,561397.0121,17075.82578,2448.6025,19524.42828,4921008.383,1.06600641,3.635939666,4.157318314,,
Bakken (SK),100122204507W500,,Kcard_ss,AB,PEMBINA,39375.97729,0.235,0,0.1767,0.5,,0.5,5616.141912,15.285,38930.235,0,595048.642,18099.39619,2789.5125,20888.90869,4921008.383,0.991598746,3.610252771,4.166671622,,
Bakken (SK),100042904507W500,,Kcard_ss,AB,PEMBINA,39375.97729,0.235,0,0.1767,0.5,,0.5,5488.517236,19.893,32008.858,0,636752.2122,19367.87979,3630.4725,22998.35229,4921008.383,0.957901324,3.625413157,4.304990009,,
Bakken (SK),100013004507W500,,Kcard_ss,AB,PEMBINA,39375.97729,0.235,0,0.1767,0.5,,0.5,5487.861068,9.178,46715.521,0,428755.0517,13041.29949,1674.985,14716.28449,4921008.383,1.052082759,3.676092366,4.148238533,,
Bakken (SK),100103304507W500,,Kcard_ss,AB,PEMBINA,39375.97729,0.235,0,0.1767,0.5,,0.5,5435.039544,7.203,60672.965,0,437027.3669,13292.91574,1314.5475,14607.46324,4921008.383,1.109261161,3.776136317,4.149561579,,
Bakken (SK),100133404507W500,,Kcard_ss,AB,PEMBINA,39375.97729,0.235,0,0.1767,0.5,,0.5,5573.819076,9.033,42657.076,0,385321.3675,11720.1916,1648.5225,13368.7141,4921008.383,1.208930916,4.386167297,5.003110751,,
Bakken (SK),100133504507W500,,Kcard_ss,AB,PEMBINA,39375.97729,0.235,0,0.1767,0.5,,0.5,5612.532988,28.95,41583.045,0,1203829.153,36616.47006,5283.375,41899.84506,4921008.383,1.046948504,3.681266623,4.212435029,,
Bakken (SK),100143504507W500,,Kcard_ss,AB,PEMBINA,39375.97729,0.235,0,0.1767,0.5,,0.5,5596.128788,18.408,54633.611,0,1005695.511,30589.90514,3359.46,33949.36514,4921008.383,1.026818047,3.639935116,4.039681907,,
Bakken (SK),100012904508W500,,Kcard_ss,AB,PEMBINA,17243.82166,0,0.1188,0.1606,0.5,,0.5,5857.611736,37.698,16534.372,0,623312.7557,18959.09632,6879.885,25838.98132,4921008.383,1.216100004,4.332813385,5.905106563,,
Bakken (SK),100032904508W500,,Kcard_ss,AB,PEMBINA,17243.82166,0,0.1188,0.1606,0.5,,0.5,5883.530372,15.871,38028.321,0,603547.4826,18357.9026,2896.4575,21254.3601,4921008.383,0.972094825,3.866687335,4.476762232,,
Bakken (SK),100013004508W500,,Kcard_ss,AB,PEMBINA,87450.89051,0,0.0961,2.198,0.5,,0.5,5711.614356,10.856,90901.807,0.063,986830.0168,30016.07968,1981.22,31997.29968,4921008.383,1.002319361,4.866639535,5.187863482,,
Bakken (SK),100073004508W500,,Kcard_ss,AB,PEMBINA,87450.89051,0,0.0961,2.198,0.5,,0.5,5732.283648,2.885,95187.155,0.386,274614.9422,8352.871158,526.5125,8879.383658,4921008.383,0.909876346,4.64449715,4.93725706,,
Bakken (SK),100143104508W500,,Kcard_ss,AB,PEMBINA,87450.89051,0,0.0961,2.198,0.5,,0.5,5728.34664,1.682,51912.349,0.211,87316.57102,2655.879035,306.965,2962.844035,4921008.383,1.06728259,5.194567323,5.794952482,,
Bakken (SK),100052404509W500,,Kcard_ss,AB,PEMBINA,46992.67289,0,0.068,8.7808,0.5,,0.5,5831.6931,3.029,46993.013,0.074,142341.8364,4329.56419,552.7925,4882.35669,4921008.383,1.000556988,8.520581999,9.608477598,,
Bakken (SK),100162904509W500,,Kcard_ss,AB,PEMBINA,87659.55923,0,0.1325,0.448,0.5,,0.5,5945.866332,3.498,87660.193,0.146,306635.3551,9326.825385,638.385,9965.210385,4921008.383,1.2858801,4.656379625,4.975090738,,
Bakken (SK),100013104509W500,,Kcard_ss,AB,PEMBINA,46920.86163,0,0.1793,1.1738,0.5,,0.5,6011.483132,2.53,46921.201,0.044,118710.6385,3610.781922,461.725,4072.506922,4921008.383,1.028838922,4.779392569,5.390552446,,
Bakken (SK),102130204510W500,,Kcard_ss,AB,PEMBINA,26644.25894,0,0,0.8891,0.5,,0.5,6397.966084,5.88,48119.317,0.186,282941.584,8606.139845,1073.1,9679.239845,4921008.383,1.207437438,4.623476047,5.199977502,,
Bakken (SK),100160304510W500,,Kcard_ss,AB,PEMBINA,33233.42301,0,0,0.5783,0.5,,0.5,6411.417528,6.324,59784.372,0.208,378076.3685,11499.82288,1154.13,12653.95288,4921008.383,1.252228925,4.463571158,4.911538178,,
Bakken (SK),100130404510W500,,Kcard_ss,AB,PEMBINA,56439.10949,0.2701,0.1178,2.0368,0.5,,0.5,6479.330916,1.475,94031.992,0.273,138697.1882,4218.706141,269.1875,4487.893641,4921008.383,1.064755279,5.529022997,5.881819287,,
Bakken (SK),100140504510W500,,Kcard_ss,AB,PEMBINA,56439.10949,0.2701,0.1178,2.0368,0.5,,0.5,6535.761364,4.56,34680.865,0.181,158144.7444,4810.235976,832.2,5642.435976,4921008.383,1.126765846,5.382599509,6.313821871,,
Bakken (SK),102150504510W500,,Kcard_ss,AB,PEMBINA,56439.10949,0.2701,0.1178,2.0368,0.5,,0.5,6524.278424,4.022,25864.841,0.201,104028.3905,3164.196878,734.015,3898.211878,4921008.383,1.358105967,6.283112568,7.740638459,,
Bakken (SK),100160504510W500,,Kcard_ss,AB,PEMBINA,56439.10949,0.2701,0.1178,2.0368,0.5,,0.5,6513.123568,1.12,95431.493,0.197,106883.2722,3251.032862,204.4,3455.432862,4921008.383,1.249525902,6.240921444,6.633302696,,
Bakken (SK),100140604510W500,,Kcard_ss,AB,PEMBINA,56439.10949,0.2701,0.1178,2.0368,0.5,,0.5,6650.26268,3.826,59975.413,0.191,229465.9301,6979.588708,698.245,7677.833708,4921008.383,1.21847098,5.879787972,6.468007812,,
Bakken (SK),100040104511W500,,Kcard_ss,AB,PEMBINA,56439.10949,0.2701,0.1178,2.0368,0.5,,0.5,6743.438536,2.633,76392.82,0.175,201142.2951,6118.078141,480.5225,6598.600641,4921008.383,0.999856701,5.691526454,6.138546982,,
Bakken (SK),102150104511W500,,Kcard_ss,AB,PEMBINA,56439.10949,0.2701,0.1178,2.0368,0.5,,0.5,6668.635384,1.823,130590.642,0.467,238066.7404,7241.196686,332.6975,7573.894186,4921008.383,1.204134543,6.287475955,6.576354661,,
Bakken (SK),100160104511W500,,Kcard_ss,AB,PEMBINA,56439.10949,0.2701,0.1178,2.0368,0.5,,0.5,6657.152444,2.54,77980.173,0.171,198069.6394,6024.618199,463.55,6488.168199,4921008.383,1.271493507,6.159390462,6.633310195,,
Bakken (SK),100010204511W500,,Kcard_ss,AB,PEMBINA,56439.10949,0.2701,0.1178,2.0368,0.5,,0.5,6752.296804,2.002,62543.731,0.081,125212.5495,3808.548379,365.365,4173.913379,4921008.383,1.188732563,6.06110933,6.642568981,,
Bakken (SK),100030204511W500,,Kcard_ss,AB,PEMBINA,56439.10949,0.2701,0.1178,2.0368,0.5,,0.5,6775.590768,1.616,74378.929,0.156,120196.3493,3655.97229,294.92,3950.89229,4921008.383,0.933847033,5.220513061,5.641641448,,
Bakken (SK),100040204511W500,,Kcard_ss,AB,PEMBINA,56439.10949,0.2701,0.1178,2.0368,0.5,,0.5,6796.26006,3.567,55647.256,0.161,198493.7622,6037.518599,650.9775,6688.496099,4921008.383,1.028972766,5.838866017,6.468424392,,
Bakken (SK),100150204511W500,,Kcard_ss,AB,PEMBINA,56439.10949,0.2701,0.1178,2.0368,0.5,,0.5,6735.236436,1.43,76088.43,0.333,108806.4549,3309.52967,260.975,3570.50467,4921008.383,1.091440956,6.020085243,6.494802772,,
Bakken (SK),100130404511W500,,Kcard_ss,AB,PEMBINA,75006.48381,0,0.2873,0.001,0.5,,0.5,6953.74038,4.239,91354.194,0,387250.4284,11778.8672,773.6175,12552.4847,4921008.383,1.069411737,4.460946161,4.7539341,,
Bakken (SK),100040504511W500,,Kcard_ss,AB,PEMBINA,75006.48381,0,0.2873,0.001,0.5,,0.5,7011.811248,3.87,109597.845,0,424143.6602,12901.03633,706.275,13607.31133,4921008.383,1.000302467,4.630245929,4.88373153,,
Bakken (SK),102090704511W500,,Kcard_ss,AB,PEMBINA,37090.97851,0.0896,0.0024,4.8791,0.5,,0.5,7021.981852,12.945,38928.723,0.157,503932.3192,15327.94138,2362.4625,17690.40388,4921008.383,1.329704699,7.457268455,8.606641136,,
Bakken (SK),103100704511W500,,Kcard_ss,AB,PEMBINA,37090.97851,0.0896,0.0024,4.8791,0.5,,0.5,7035.76138,9.492,35500.222,0.179,336968.1072,10249.44659,1732.29,11981.73659,4921008.383,1.284805668,7.234949942,8.457750736,,
Bakken (SK),100040904511W500,,Kcard_ss,AB,PEMBINA,48491.47751,0,0.137,0.6029,0.5,,0.5,6895.669512,2.912,48491.828,0,141208.2031,4295.082845,531.44,4826.522845,4921008.383,0.949116211,4.22424886,4.746924416,,
Bakken (SK),102131004511W500,,Kcard_ss,AB,PEMBINA,56439.10949,0.2701,0.1178,2.0368,0.5,,0.5,6850.065836,3.929,24152.774,0.296,94896.24905,2886.427575,717.0425,3603.470075,4921008.383,1.344306146,6.276104056,7.83520548,,
Bakken (SK),103141004511W500,,Kcard_ss,AB,PEMBINA,56439.10949,0.2701,0.1178,2.0368,0.5,,0.5,6798.556648,2.743,35528.78,0.324,97455.44354,2964.269741,500.5975,3464.867241,4921008.383,1.289196888,6.273163996,7.33255821,,
Bakken (SK),100161004511W500,,Kcard_ss,AB,PEMBINA,56439.10949,0.2701,0.1178,2.0368,0.5,,0.5,6784.449036,2.619,42567.787,0.288,111485.0342,3391.003122,477.9675,3868.970622,4921008.383,1.321595308,6.26201165,7.144652551,,
Bakken (SK),102041104511W500,,Kcard_ss,AB,PEMBINA,56439.10949,0.2701,0.1178,2.0368,0.5,,0.5,6843.83224,3.988,40564.149,0.128,161769.8262,4920.498881,727.81,5648.308881,4921008.383,1.066935835,5.895120336,6.767090362,,
Bakken (SK),100031804511W500,,Kcard_ss,AB,PEMBINA,37090.97851,0.0896,0.0024,4.8791,0.5,,0.5,7053.149832,7.565,38606.68,0.189,292059.5342,8883.477499,1380.6125,10264.09,4921008.383,0.9978645,6.222905191,7.190028785,,
Bakken (SK),100041804511W500,,Kcard_ss,AB,PEMBINA,37090.97851,0.0896,0.0024,4.8791,0.5,,0.5,7071.522536,11.704,25831.282,0.139,302329.3245,9195.850288,2135.98,11331.83029,4921008.383,1.009509785,6.445662205,7.942838118,,
Bakken (SK),102011904511W500,,Kcard_ss,AB,PEMBINA,37090.97851,0.0896,0.0024,4.8791,0.5,,0.5,6933.399172,11.701,19723.157,0.139,230780.6601,7019.57841,2135.4325,9155.01091,4921008.383,1.242937499,6.572203854,8.571540123,,
Bakken (SK),100052104511W500,,Kcard_ss,AB,PEMBINA,37090.97851,0.0896,0.0024,4.8791,0.5,,0.5,6828.740376,3.078,46319.154,0.166,142570.356,4336.514995,561.735,4898.249995,4921008.383,0.97867444,6.051445632,6.835325964,,
Bakken (SK),100052704511W500,,Kcard_ss,AB,PEMBINA,37090.97851,0.0896,0.0024,4.8791,0.5,,0.5,6701.443784,3.088,50738.49,0.307,156680.4571,4765.697237,563.56,5329.257237,4921008.383,1.127442626,7.053392336,7.887480106,,
Bakken (SK),100082804511W500,,Kcard_ss,AB,PEMBINA,37090.97851,0.0896,0.0024,4.8791,0.5,,0.5,6760.17082,4.036,43675.231,0.182,176273.2323,5361.64415,736.57,6098.21415,4921008.383,1.152691779,6.265320126,7.126034996,,
Bakken (SK),100102804511W500,,Kcard_ss,AB,PEMBINA,37090.97851,0.0896,0.0024,4.8791,0.5,,0.5,6719.816488,2.447,55236.922,0.213,135164.7481,4111.261089,446.5775,4557.838589,4921008.383,1.228739592,7.213317774,7.996849967,,
Bakken (SK),100152804511W500,,Kcard_ss,AB,PEMBINA,37090.97851,0.0896,0.0024,4.8791,0.5,,0.5,6706.03696,7.896,35577.317,0.145,280918.495,8544.604224,1441.02,9985.624224,4921008.383,1.330298923,7.181834151,8.393027365,,
Bakken (SK),100082904511W500,,Kcard_ss,AB,PEMBINA,37090.97851,0.0896,0.0024,4.8791,0.5,,0.5,6858.267936,5.263,37647.827,0.209,198140.5135,6026.773952,960.4975,6987.271452,4921008.383,1.143518703,6.455928911,7.484821587,,
Bakken (SK),100161104512W500,,Kcard_ss,AB,PEMBINA,12221.46027,0,0.1878,2.8607,0.5,,0.5,7162.07372,13.552,37319.035,0,505747.5623,15383.15502,2473.24,17856.39502,4921008.383,1.379588875,7.105134461,8.247468575,,
Bakken (SK),100102204606W500,,Kcard_ss,AB,PEMBINA,19295.34117,0,0,0.001,0.5,,0.5,5043.307248,2.257,19295.481,0.115,43549.90062,1324.64281,411.9025,1736.54531,4921008.383,1.309484684,4.743958471,6.219109613,,
Bakken (SK),100033404606W502,,Kcard_ss,AB,PEMBINA,30927.36287,0,0.2741,8.7953,0.5,,0.5,4950.131392,3.76,44834.726,0.496,168578.5698,5127.598164,686.2,5813.798164,4921008.383,1.039021343,9.133613715,10.3559181,,
Bakken (SK),100043504606W500,,Kcard_ss,AB,PEMBINA,50239.74259,0,0.0797,7.3062,0.5,,0.5,4940.616956,3.384,50240.106,0.15,170012.5187,5171.214111,617.58,5788.794111,4921008.383,0.938083961,7.384159075,8.266023345,,
Bakken (SK),100010304607W500,,Kcard_ss,AB,PEMBINA,39375.97729,0.235,0,0.1767,0.417,,0.417,5371.719332,74.812,30884.985,0,2310567.498,58613.321,11386.76046,70000.08146,4921008.383,1.24486816,4.42608991,5.285942666,,
Bakken (SK),102080504607W500,,Kcard_ss,AB,PEMBINA,12503.04822,0,0.4187,0.001,0.5,,0.5,5378.609096,4.436,12503.139,2.795,55463.9246,1687.027707,809.57,2496.597707,4921008.383,1.467266699,6.406997802,9.481584657,,
Bakken (SK),100072304607W500,,Kcard_ss,AB,PEMBINA,2236.845004,0.1254,0.0027,1.4519,0.5,,0.5,5272.30988,4.746,1488.265,0,7063.30569,214.8422147,866.145,1080.987215,4921008.383,1.972877674,6.983679345,35.13866254,,
Bakken (SK),100141204608W500,,Kcard_ss,AB,PEMBINA,44968.34738,0,0.0689,0.001,0.5,,0.5,5336.942428,1.875,44968.673,0.669,84316.26188,2564.619632,342.1875,2906.807132,4921008.383,1.190154169,4.559559023,5.167923742,,
Bakken (SK),100021904609W500,,Kcard_ss,AB,PEMBINA,20847.31163,0,0.1228,2.2478,0.5,,0.5,5921.9162,4.025,30284.41,0.093,121894.7503,3707.631987,734.5625,4442.194487,4921008.383,1.0863092,5.239594132,6.277671638,,
Bakken (SK),100031904609W500,,Kcard_ss,AB,PEMBINA,20847.31163,0,0.1228,2.2478,0.5,,0.5,5916.338772,5.19,24531.4,0.015,127317.966,3872.588133,947.175,4819.763133,4921008.383,1.072016141,5.118303898,6.370161655,,
Bakken (SK),102082904609W500,,Kcard_ss,AB,PEMBINA,20847.31163,0,0.1228,2.2478,0.5,,0.5,5805.774464,2.471,37517.028,0.206,92704.57619,2819.764192,450.9575,3270.721692,4921008.383,1.081124137,5.062302673,5.871903478,,
Bakken (SK),100113304609W500,,Kcard_ss,AB,PEMBINA,9648.987425,0.1877,0.0438,2.0236,0.5,,0.5,5761.15504,4.56,26227.086,0,119595.5122,3637.696828,832.2,4469.896828,4921008.383,1.179596423,5.034054507,6.185700825,,
Bakken (SK),100023404609W500,,Kcard_ss,AB,PEMBINA,14492.35461,0.064,0,0.3052,0.5,,0.5,5421.5881,3.047,13763.474,0,41937.30528,1275.593036,556.0775,1831.670536,4921008.383,1.351068261,5.038160511,7.234478321,,
Bakken (SK),100073504610W500,,Kcard_ss,AB,PEMBINA,11208.3523,0,1.3011,3.2993,0.5,,0.5,6162.401772,3.715,11208.433,0.027,41639.3286,1266.529578,677.9875,1944.517078,4921008.383,1.29929241,9.083713456,13.94632723,,
Bakken (SK),100053604610W500,,Kcard_ss,AB,PEMBINA,20847.31163,0,0.1228,2.2478,0.5,,0.5,5900.918824,4.16,29329.133,0.187,122009.1933,3711.112962,759.2,4470.312962,4921008.383,1.022067215,5.015925538,6.042057242,,
Bakken (SK),102022204706W500,,Kcard_ss,AB,PEMBINA,190249.9485,0,0.0334,13.4083,0.5,,0.5,5046.916172,0.334,118023.068,0.598,39419.70471,1199.016018,60.955,1259.971018,4921008.383,1.018567647,13.80035923,14.50193526,,
Bakken (SK),100062204706W500,,Kcard_ss,AB,PEMBINA,190249.9485,0,0.0334,13.4083,0.5,,0.5,5026.574964,0.241,155846.182,0.743,37558.92986,1142.41745,43.9825,1186.39995,4921008.383,1.19169995,15.50178593,16.09859693,,
Bakken (SK),100122204706W500,,Kcard_ss,AB,PEMBINA,190249.9485,0,0.0334,13.4083,0.5,,0.5,5042.65108,0.193,242231.328,1.536,46750.6463,1421.998825,35.2225,1457.221325,4921008.383,1.105238105,15.11061599,15.48490158,,
Bakken (SK),100142204706W500,,Kcard_ss,AB,PEMBINA,190249.9485,0,0.0334,13.4083,0.5,,0.5,5063.320372,0.41,98893.039,0.739,40546.14599,1233.278607,74.825,1308.103607,4921008.383,0.977548482,11.72640646,12.43786643,,
Bakken (SK),100152204706W500,,Kcard_ss,AB,PEMBINA,190249.9485,0,0.0334,13.4083,0.5,,0.5,5059.05528,0.386,215010.382,0.688,82994.00745,2524.40106,70.445,2594.84606,4921008.383,0.987101573,12.33526932,12.67949278,,
Bakken (SK),100022704706W500,,Kcard_ss,AB,PEMBINA,190249.9485,0,0.0334,13.4083,0.5,,0.5,5036.0894,0.262,382386.088,0.592,100185.1551,3047.298466,47.815,3095.113466,4921008.383,1.068182804,13.7082086,13.92330338,,
Bakken (SK),100050604709W500,,Kcard_ss,AB,PEMBINA,33757.83353,0,0,0.632,0.5,,0.5,5843.17604,7.71,33758.078,0.054,260274.7814,7916.691267,1407.075,9323.766267,4921008.383,1.012240519,3.727897132,4.390475813,,
Bakken (SK),102141804805W500,,Kcard_ss,AB,PEMBINA,65769.02728,0,0.136,9.9177,0.5,,0.5,4529.527704,0.162,366026.316,2.191,59296.26319,1803.594672,29.565,1833.159672,4921008.383,1.197873892,12.86196083,13.07279749,,
Bakken (SK),100042004805W500,,Kcard_ss,AB,PEMBINA,48863.50094,0,0.4583,0.001,0.5,,0.5,4485.892532,1.134,60958.877,0.255,69127.36652,2102.624065,206.955,2309.579065,4921008.383,0.955469117,6.050743919,6.646300552,,
Bakken (SK),100122004805W500,,Kcard_ss,AB,PEMBINA,75348.29603,0,0,0.001,0.5,,0.5,4483.924028,1.682,75348.841,0.252,126736.7506,3854.909496,306.965,4161.874496,4921008.383,0.982567799,3.294110249,3.556419015,,
Bakken (SK),100121904806W500,,Kcard_ss,AB,PEMBINA,1995.316772,0.0931,0.2291,2.2648,0.5,,0.5,4875.32824,2.34,3084.327,10.591,7217.32518,219.5269742,427.05,646.5769742,4921008.383,1.755120581,7.737213786,22.78856298,,
Bakken (SK),100071804807W500,,Kcard_ss,AB,PEMBINA,1098.356501,0.3408,0.1908,3.7506,0.5,,0.5,4857.611704,5.232,2481.831,15.964,12984.93979,394.9585853,954.84,1349.798585,4921008.383,1.811157374,7.091294104,24.2349935,,
Bakken (SK),102112404808W500,,Kcard_ss,AB,PEMBINA,12320.85711,0,0,2.2953,0.5,,0.5,5014.435856,0.775,61935.645,4.253,48000.12488,1460.003798,141.4375,1601.441298,4921008.383,1.082101352,5.763368972,6.321693889,,
Bakken (SK),100011804809W500,,Kcard_ss,AB,PEMBINA,1095.198293,0,2.9056,20.1776,0.5,,0.5,5701.771836,12.673,1107.046,0.023,14029.59396,426.7334829,2312.8225,2739.555983,4921008.383,2.191274677,11.59588908,74.44362485,,
Bakken (SK),100071804809W500,,Kcard_ss,AB,PEMBINA,1095.198293,0,2.9056,20.1776,0.5,,0.5,5782.152416,5.993,1075.143,0.71,6443.331999,195.9846816,1093.7225,1289.707182,4921008.383,2.100772164,11.21756464,73.8189003,,
Bakken (SK),102091804809W500,,Kcard_ss,AB,PEMBINA,1095.198293,0,2.9056,20.1776,0.5,,0.5,5668.963436,1.255,6339.6,0.008,7956.198,242.0010225,229.0375,471.0385225,4921008.383,1.605154989,22.63646995,44.06034839,,
Bakken (SK),102152604910W500,,Kcard_ss,AB,PINE CREEK,8765.245056,0,0,0.001,0.5,,0.5,7040.354556,5.807,9619.85,1.072,55862.46895,1699.150097,1059.7775,2758.927597,4921008.383,1.660166102,4.913809525,7.978603378,,
Bakken (SK),100082805418W500,,Kcard_ss,AB,PINE CREEK,110845.6737,0,0,0.4221,0.5,,0.5,6149.278412,0.455,110846.475,0.015,50435.14613,1534.069028,83.0375,1617.106528,4921008.383,1.266946241,4.669402493,4.922152208,,
Bakken (SK),100132905418W500,,Kcard_ss,AB,PINE CREEK,1540135.726,0,0,1.2152,0.5,,0.5,6299.868968,1.999,157074.211,0,313991.3478,9550.570162,364.8175,9915.387662,4921008.383,0.980824613,3.836808784,3.983369142,,
Bakken (SK),100050705518W500,,Kcard_ss,AB,PINE CREEK,63474.4495,0,0,3.6778,0.5,,0.5,6195.86634,0.655,63474.909,0.416,41576.0654,1264.605322,119.5375,1384.142822,4921008.383,1.083032161,6.543012269,7.161494032,,
Bakken (SK),100051905518W500,,Kcard_ss,AB,RICINUS,105855.2116,0,0.0022,0.0716,0.5,,0.5,6583.989712,2.523,29415.463,0.044,74215.21315,2257.3794,460.4475,2717.8269,4921008.383,1.146558418,4.343230497,5.229138123,,
Bakken (SK),100072603106W504,,Kcard_ss,AB,RICINUS,2722197.997,0,0,1.5175,0.5,,0.5,9278.21552,0.293,265671.243,1.294,77841.6742,2367.684257,53.4725,2421.156757,4921008.383,0.93924075,4.209779565,4.304854504,,
Bakken (SK),102052303206W502,,Kcard_ss,AB,RICINUS,57221.30397,0,0,0.001,0.5,,0.5,7848.425448,0.855,114443.436,0,97849.13778,2976.244607,156.0375,3132.282107,4921008.383,0.895920177,3.282533535,3.454629042,,
Bakken (SK),100132303206W500,,Kcard_ss,AB,RICINUS,54052.35134,0,0,0.001,0.5,,0.5,7879.921512,0.407,108105.484,0,43998.93199,1338.300848,74.2775,1412.578348,4921008.383,1.032556018,3.718638403,3.925027844,,
Bakken (SK),102100103508W500,,Kcard_ss,AB,RICINUS,118711.9386,0,0,16.1922,0.5,,0.5,8710.958284,0.248,114632.099,0.111,28428.76055,864.7081335,45.26,909.9681335,4921008.383,1.189503146,15.99662412,16.83390919,,
