Formation,Well UWI,"[lon,lat]",Geoscout Formation,Province,Area,Facility GOR (scf/bbl),Flare (%),Vent (%),Fuel (%),Well Age (yrs),Operator,2017 Prod Time (yrs),Depth (ft),Oil Production (bbl/day),Well GOR (scf/bbl),Well WOR (bbl/bbl),Gas production (scf/day),Cum Gas Prod (BOE),Cum Oil Prod (bbl),Cum BOE (2017),Formation BOE (2017),Drill & Dev Emissions (gCO2e/MJ),WTR Emissions (gCO2e/MJ-crude),WTR - No Allocation (gCO2e/MJ-crude),2017 Emissions (MtCO2e) - Oil Allocation,2017 Emissions (MtCO2e) - No Allocation
Bakken (SK),100072804106W500,,Kglauc_ss;Jrock_ck,AB,WILLESDEN GREEN,125242.0984,0,0,0.4055,0.5,,0.5,8218.5042,1.372,125243.004,0.251,171833.4015,5226.599296,250.39,5476.989296,14060.25082,1.398692574,4.941148678,5.177863633,,
Bakken (SK),100112704408W500,,Kglauc_ss;Jrock_ck,AB,WILLESDEN GREEN,123544.633,0,0,1.861,0.5,,0.5,8215.22336,1.255,41215.111,0.008,51724.96431,1573.300998,229.0375,1802.338498,14060.25082,1.445364985,5.974709556,6.844493877,,
Bakken (SK),100160401227W400,,Kglauc_ss;Kcutbank,AB,EASTMONT,3048162.449,0,0,1.271,0.5,,0.5,7818.24172,0.017,6096368.986,0,103638.2728,3152.330798,3.1025,3155.433298,22506.5746,1.484317775,5.474857152,5.480245465,,
Bakken (SK),100033501427W400,,Kglauc_ss;Kcutbank,AB,PARKLAND NORTHEAST,1558996.033,0,0,0.61,0.5,,0.5,7882.546184,0.169,961248.161,3.224,162450.9392,4941.216067,30.8425,4972.058567,22506.5746,1.610567041,4.41677929,4.444348316,,
Bakken (SK),100131701526W400,,Kglauc_ss;Kcutbank,AB,PARKLAND NORTHEAST,648098.7296,0,0,1.43,0.5,,0.5,7306.43068,0.117,437115.727,0.441,51142.54006,1555.585593,21.3525,1576.938093,22506.5746,1.511169535,11.04093978,11.1924915,,
Bakken (SK),100020601427W402,,Kglauc_ss;Kcutbank,AB,PEACOCK,747954.8128,0,0,0.47,0.5,,0.5,6863.51728,0.128,1495920.444,5.081,191477.8168,5824.116928,23.36,5847.476928,22506.5746,1.393072286,4.608473366,4.626957531,,
Bakken (SK),100012101427W400,,Kglauc_ss;Kcutbank,AB,PEACOCK,648098.7296,0,0,1.43,0.5,,0.5,7933.07112,0.241,508685.789,2.071,122593.2751,3728.878784,43.9825,3772.861284,22506.5746,1.426378962,5.030669591,5.090006844,,
Bakken (SK),100052601427W400,,Kglauc_ss;Kcutbank,AB,PEACOCK,504179.3732,0,0,1.14,0.5,,0.5,7575.131476,0.159,651907.765,1.848,103653.3346,3152.788927,29.0175,3181.806427,22506.5746,1.735342337,10.98076716,11.08183146,,
Bakken (SK),100121003117W400,,Kglauc_ss;Kdetrital,AB,MICHICHI,648098.7296,0,0,1.43,0.5,,0.5,7365.4858,0.11,368986.691,2.875,40588.53601,1234.56797,20.075,1254.64297,1254.64297,1.565242962,10.93580272,11.11362706,,
Bakken (SK),104152404628W400,,Kglauc_ss;Kellrslie,AB,BONNIE GLEN,28326.46585,0,0,5.3033,0.5,,0.5,4432.41484,2.061,28326.671,0.48,58381.26893,1775.763597,376.1325,2151.896097,121688.2764,1.550170052,8.679168872,10.51754279,,
Bakken (SK),100150703304W500,,Kglauc_ss;Kellrslie,AB,CAROLINE,704105.8336,0,0,2.4341,0.5,,0.5,5564.30464,0.203,370660.97,4.881,75244.17691,2288.677048,37.0475,2325.724548,121688.2764,1.290406323,6.083285271,6.181757229,,
Bakken (SK),100042303304W500,,Kglauc_ss;Kellrslie,AB,CAROLINE,54458.6154,0,0,1.0253,0.5,,0.5,8926.837556,2.44,62308.157,0,152031.9031,4624.303719,445.3,5069.603719,121688.2764,1.527504818,5.156513803,5.653063281,,
Bakken (SK),100042503304W502,,Kglauc_ss;Kellrslie,AB,CAROLINE,60186.73378,0,0,0.001,0.5,,0.5,8628.6092,0.455,60187.169,0.008,27385.1619,832.9653411,83.0375,916.0028411,121688.2764,1.310714759,4.529335519,4.980860546,,
Bakken (SK),100082703304W500,,Kglauc_ss;Kellrslie,AB,CAROLINE,39514.02126,0,0,4.9598,0.5,,0.5,8546.5882,0.183,79028.614,0,14462.23636,439.8930226,33.3975,473.2905226,121688.2764,1.372500898,8.176617721,8.797401812,,
Bakken (SK),100132703304W500,,Kglauc_ss;Kellrslie,AB,CAROLINE,22196.45156,0,0.0594,1.1044,0.5,,0.5,8586.942532,2.251,10386.642,0.165,23380.33114,711.1517388,410.8075,1121.959239,121688.2764,2.082720178,6.842047102,10.79445854,,
Bakken (SK),100162703304W500,,Kglauc_ss;Kellrslie,AB,CAROLINE,22196.45156,0,0.0594,1.1044,0.5,,0.5,8503.93728,2.826,24478.432,0.146,69176.04883,2104.104819,515.745,2619.849819,121688.2764,1.433973865,5.349045379,6.660169894,,
Bakken (SK),100082803304W500,,Kglauc_ss;Kellrslie,AB,CAROLINE,22196.45156,0,0.0594,1.1044,0.5,,0.5,8554.134132,2.795,8494.643,0.125,23742.52719,722.1685354,510.0875,1232.256035,121688.2764,2.224802696,6.997349596,11.93977008,,
Bakken (SK),100083403304W500,,Kglauc_ss;Kellrslie,AB,CAROLINE,22196.45156,0,0.0594,1.1044,0.5,,0.5,8500.65644,2.206,33968.532,0.097,74934.58159,2279.26019,402.595,2681.85519,121688.2764,1.400223614,5.270740265,6.201732561,,
Bakken (SK),100152503305W500,,Kglauc_ss;Kellrslie,AB,CAROLINE,22196.45156,0,0.0594,1.1044,0.5,,0.5,8540.354604,3.402,15404.688,0.035,52406.74858,1594.038603,620.865,2214.903603,121688.2764,1.696591799,5.90754706,8.208488329,,
Bakken (SK),102013503305W500,,Kglauc_ss;Kellrslie,AB,CAROLINE,19563.73012,0,0,0.3303,0.5,,0.5,9143.044912,4.422,36663.6,0.111,162126.4392,4931.345859,807.015,5738.360859,121688.2764,1.561047423,4.701580964,5.470994927,,
Bakken (SK),100140603404W502,,Kglauc_ss;Kellrslie,AB,CAROLINE,19563.73012,0,0,0.3303,0.5,,0.5,8881.23388,2.126,38756.441,0.165,82396.19357,2506.217554,387.995,2894.212554,121688.2764,1.350348985,4.743134304,5.477433045,,
Bakken (SK),100120803404W500,,Kglauc_ss;Kellrslie,AB,CAROLINE,19563.73012,0,0,0.3303,0.5,,0.5,8802.49372,0.72,34547.457,0.11,24874.16904,756.5893083,131.4,887.9893083,121688.2764,1.478570348,5.039278628,5.914471027,,
Bakken (SK),102113303405W500,,Kglauc_ss;Kellrslie,AB,CAROLINE,15758.26372,0.0404,0,4.2304,0.5,,0.5,8788.714192,2.978,46678.139,0.074,139007.4979,4228.144728,543.485,4771.629728,121688.2764,1.462516766,7.056158197,7.963155565,,
Bakken (SK),102151703506W500,,Kglauc_ss;Kellrslie,AB,CAROLINE,71742.01953,0,0.4233,0.4748,0.5,,0.5,9153.5436,4.715,71742.538,0.19,338266.0667,10288.9262,860.4875,11149.4137,121688.2764,1.612800498,6.853442366,7.426612139,,
Bakken (SK),100042103506W500,,Kglauc_ss;Kellrslie,AB,CAROLINE,1129048.616,0,0,0.7103,0.5,,0.5,9779.855956,0.048,4553868.763,13.571,218585.7006,6648.648393,8.76,6657.408393,121688.2764,1.805808304,4.752093643,4.758354816,,
Bakken (SK),100043005413W502,,Kglauc_ss;Kellrslie,AB,CARROT CREEK,1129048.616,0,0,0.7103,0.5,,0.5,9613.189284,0.014,4623650.636,14.25,64731.1089,1968.904562,2.555,1971.459562,121688.2764,1.334897902,5.458938857,5.46602279,,
Bakken (SK),100112202717W400,,Kglauc_ss;Kellrslie,AB,CESSFORD,2550989.83,0,0,2.1634,0.5,,0.5,6889.764,0.072,313617.382,0.762,22580.4515,686.8220665,13.14,699.9620665,121688.2764,1.23276466,6.265823554,6.385698738,,
Bakken (SK),100010202828W402,,Kglauc_ss;Kellrslie,AB,CROSSFIELD EAST,347315.3849,0,0.01,2.18,0.5,,0.5,4084.6458,3.085,48016.094,0.09,148129.65,4505.610188,563.0125,5068.622688,121688.2764,1.526361112,5.964251203,6.709532717,,
Bakken (SK),100151703808W500,,Kglauc_ss;Kellrslie,AB,FERRIER,2067303.107,0,0,1.5,0.5,,0.5,7091.207576,0.083,955891.343,4.67,79338.98147,2413.227353,15.1475,2428.374853,121688.2764,1.65749159,5.874462008,5.911335207,,
Bakken (SK),100013303909W500,,Kglauc_ss;Kellrslie,AB,FERRIER,4984581.718,0,0,1.7835,0.5,,0.5,9641.076424,0.065,1928183.325,0.211,125331.9161,3812.179115,11.8625,3824.041615,121688.2764,1.591759327,5.640241703,5.657792654,,
Bakken (SK),100060204328W400,,Kglauc_ss;Kellrslie,AB,FERRYBANK,32963.89837,0,0.1514,2.2142,0.5,,0.5,9711.2864,1.551,65928.274,0.253,102254.753,3110.248737,283.0575,3393.306237,121688.2764,1.394274547,6.231983843,6.799144194,,
Bakken (SK),102113104001W500,,Kglauc_ss;Kellrslie,AB,GILBY,60609.98984,0,0.0607,0.6074,0.5,,0.5,5977.69048,2.102,60610.428,0.243,127403.1197,3875.178224,383.615,4258.793224,121688.2764,1.353940782,4.774722179,5.247385613,,
Bakken (SK),100022204102W500,,Kglauc_ss;Kellrslie,AB,GILBY,365596.3718,0,0.0464,0.4472,0.5,,0.5,6632.874228,0.183,134433.393,0.113,24601.31092,748.2898738,33.3975,781.6873738,121688.2764,1.428006863,6.822515948,7.127016897,,
Bakken (SK),100022304102W502,,Kglauc_ss;Kellrslie,AB,GILBY,51654.25406,0,8.6957,0.001,0.5,,0.5,6535.43328,0.017,51654.628,0,878.128676,26.70974723,3.1025,29.81224723,121688.2764,1.291722885,53.86327941,60.11982774,,
Beaverhill (AB),100130304202W502,,Kglauc_ss;Kellrslie,AB,GILBY,9693.945438,0,0,3.1674,0.5,,0.5,6400.91884,0.662,19388.031,0.01,12834.87652,390.3941608,120.815,511.2091608,121688.2764,1.550607376,7.528613785,9.858488475,,
Beaverhill (AB),100160504204W500,,Kglauc_ss;Kellrslie,AB,GILBY,204156.7371,0,0.2993,1.3781,0.5,,0.5,6297.57238,0.407,177194.025,0.729,72117.96818,2193.588199,74.2775,2267.865699,121688.2764,1.481333622,7.358694779,7.607868918,,
Beaverhill (AB),100090804201W500,,Kglauc_ss;Kellrslie,AB,HOMEGLEN-RIMBEY,263086.6328,0,0.0152,1.5721,0.5,,0.5,7188.976608,0.014,6190133.365,7.75,86661.86711,2635.965125,2.555,2638.520125,121688.2764,1.484620499,6.50062353,6.506924483,,
Beaverhill (AB),100120904201W500,,Kglauc_ss;Kellrslie,AB,HOMEGLEN-RIMBEY,522905.7458,0,0,2.1117,0.5,,0.5,6280.183928,0.103,522909.527,1.933,53859.68128,1638.231972,18.7975,1657.029472,121688.2764,1.633530091,5.935346782,6.003450496,,
Beaverhill (AB),100092404202W500,,Kglauc_ss;Kellrslie,AB,HOMEGLEN-RIMBEY,82228.26412,0,0,1.0552,0.5,,0.5,6309.05532,0.758,82228.859,1.136,62329.47512,1895.854868,138.335,2034.189868,121688.2764,1.348646841,4.885926888,5.242438722,,
Beaverhill (AB),100080104302W500,,Kglauc_ss;Kellrslie,AB,HOMEGLEN-RIMBEY,204156.7371,0,0.2993,1.3781,0.5,,0.5,6375.328288,0.162,74782.139,1.766,12114.70652,368.48899,29.565,398.05399,121688.2764,1.442651866,7.568224747,8.175446593,,
Beaverhill (AB),100071202519W400,,Kglauc_ss;Kellrslie,AB,HUSSAR,194643.9486,0,0.0696,0.5236,0.5,,0.5,6348.4254,0.224,168957.277,0.923,37846.43005,1151.162247,40.88,1192.042247,121688.2764,1.213662459,5.1762079,5.360025063,,
Beaverhill (AB),100123303424W400,,Kglauc_ss;Kellrslie,AB,HUXLEY,128894.1141,0,0,2.17,0.417,,0.417,4691.6012,0.835,42220.932,0.38,35254.47822,894.3179762,127.091175,1021.409151,121688.2764,1.41862057,5.35351833,6.114304709,,
Beaverhill (AB),102141203524W400,,Kglauc_ss;Kellrslie,AB,HUXLEY,244955.971,0,0,1.9,0.5,,0.5,5561.0238,0.059,366602.536,4.176,21629.54962,657.8988009,10.7675,668.6663009,121688.2764,1.246787581,5.472473751,5.562038987,,
Beaverhill (AB),102101803826W400,,Kglauc_ss;Kellrslie,AB,JOFFRE,647837.6346,0,0,1.251,0.5,,0.5,5741.141916,0.762,36609.442,0.036,27896.3948,848.5153418,139.065,987.5803418,121688.2764,1.844804114,5.951125306,6.926468002,,
Beaverhill (AB),100163103018W400,,Kglauc_ss;Kellrslie,AB,MICHICHI,261524.9962,0,0,1.1105,0.5,,0.5,6118.7666,0.793,180864.431,0.57,143425.4938,4362.525436,144.7225,4507.247936,121688.2764,1.2868555,4.786426637,4.945211643,,
Beaverhill (AB),100132904203W500,,Kglauc_ss;Kellrslie,AB,PEMBINA,599946.4116,0,0,3.7736,0.5,,0.5,4461.9424,0.052,166941.768,2.667,8680.971936,264.0462297,9.49,273.5362297,121688.2764,1.184838187,8.067936487,8.357903579,,
Beaverhill (AB),100140704204W500,,Kglauc_ss;Kellrslie,AB,PEMBINA,143262.6752,0,0.132,1.3463,0.5,,0.5,7057.08684,0.041,263887.772,5.667,10819.39865,329.0900423,7.4825,336.5725423,121688.2764,1.248912457,7.387563821,7.555534404,,
Beaverhill (AB),100093504302W502,,Kglauc_ss;Kellrslie,AB,PEMBINA,263086.6328,0,0.0152,1.5721,0.5,,0.5,7293.30732,0.01,4203488.9,32.333,42034.889,1278.561207,1.825,1280.386207,121688.2764,1.308404544,6.312629591,6.321640148,,
Beaverhill (AB),100070104304W500,,Kglauc_ss;Kellrslie,AB,PEMBINA,1513533.811,0,0,2.239,0.5,,0.5,6219.160304,0.083,1031221.008,3.125,85591.34366,2603.40337,15.1475,2618.55087,121688.2764,1.631440672,6.279864444,6.316402864,,
Beaverhill (AB),100010104402W500,,Kglauc_ss;Kellrslie,AB,PEMBINA,60803.48829,0,0,0.001,0.5,,0.5,7021.653768,0.303,7720.121,0.795,2339.196663,71.15056517,55.2975,126.4480652,121688.2764,1.927858559,10.64744984,18.92254022,,
Beaverhill (AB),100102104402W500,,Kglauc_ss;Kellrslie,AB,PEMBINA,366126.5133,0,0.0058,1.5906,0.5,,0.5,6223.425396,0.09,853640.23,3.615,76827.6207,2336.84013,16.425,2353.26513,121688.2764,1.374369696,5.882896473,5.924245718,,
Beaverhill (AB),100153304402W502,,Kglauc_ss;Kellrslie,AB,PEMBINA,366126.5133,0,0.0058,1.5906,0.5,,0.5,6384.51464,0.248,207039.608,2.069,51345.82278,1561.768776,45.26,1607.028776,121688.2764,1.306489525,5.681156448,5.845796147,,
Beaverhill (AB),102160104403W502,,Kglauc_ss;Kellrslie,AB,PEMBINA,366126.5133,0,0.0058,1.5906,0.5,,0.5,6270.997576,0.214,830603.514,3.629,177749.152,5406.536707,39.055,5445.591707,121688.2764,1.459357226,5.714279652,5.755557683,,
Beaverhill (AB),100160504501W500,,Kglauc_ss;Kellrslie,AB,PEMBINA,366126.5133,0,0.0058,1.5906,0.5,,0.5,6462.270548,0.238,34176.03,0.507,8133.89514,247.4059772,43.435,290.8409772,121688.2764,1.734463611,8.378653866,9.84962411,,
Beaverhill (AB),100062502418W402,,Kglauc_ss;Kellrslie,AB,SEIU LAKE,355875.3521,0,0.0099,1.6859,0.5,,0.5,6169.947704,0.079,921532.227,7.217,72801.04593,2214.365147,14.4175,2228.782647,121688.2764,1.510910242,6.114914025,6.154727591,,
Beaverhill (AB),100012802518W402,,Kglauc_ss;Kellrslie,AB,SEIU LAKE,1086102.879,0,0,1.54,0.5,,0.5,4386.48308,0.193,117706.78,0.79,22717.40854,690.9878431,35.2225,726.2103431,121688.2764,1.375573656,5.374731553,5.648703786,,
Beaverhill (AB),100153002518W400,,Kglauc_ss;Kellrslie,AB,SEIU LAKE,86528.83324,0,0,3.24,0.5,,0.5,4622.70356,0.779,50283.266,0,39170.66421,1191.441036,142.1675,1333.608536,121688.2764,1.305232218,5.873809995,6.574696448,,
Beaverhill (AB),100141602821W400,,Kglauc_ss;Kellrslie,AB,WAYNE-ROSEDALE,86528.83324,0,0,3.24,0.5,,0.5,4789.042148,0.097,478045.933,1.25,46370.4555,1410.434688,17.7025,1428.137188,121688.2764,1.480334052,5.990847033,6.066038724,,
Beaverhill (AB),102021902919W402,,Kglauc_ss;Kellrslie,AB,WAYNE-ROSEDALE,1073468.142,0,0,5.46,0.5,,0.5,4881.88992,0.2,415870.09,0.83,83174.018,2529.876381,36.5,2566.376381,121688.2764,1.273492822,6.941255991,7.041401534,,
Beaverhill (AB),100131903905W500,,Kglauc_ss;Kellrslie,AB,WILLESDEN GREEN,158631.7181,0,0.57,3.41,0.5,,0.5,4452.756048,1.689,15583.472,0.02,26320.48421,800.5813947,308.2425,1108.823895,121688.2764,1.668289488,8.676496007,12.01714923,,
Beaverhill (AB),100132303905W500,,Kglauc_ss;Kellrslie,AB,WILLESDEN GREEN,330652.4695,0,0.0875,1.4715,0.5,,0.5,7919.94776,0.982,55082.509,0.018,54091.02384,1645.268642,179.215,1824.483642,121688.2764,1.329386363,5.478340971,6.075082957,,
Beaverhill (AB),100132003325W400,,Kglauc_ss;Kellrslie,AB,WIMBORNE,164515.2612,0,0,5.2361,0.5,,0.5,7702.756152,0.252,164516.451,0.795,41458.14565,1261.018597,45.99,1307.008597,121688.2764,1.484076243,8.100284796,8.395706369,,
Beaverhill (AB),100090502416W402,,Kglauc_ss;Kellrslie,AB,WINTERING HILLS,263422.4364,0,0.0068,1.4108,0.5,,0.5,5918.63536,0.19,111986.416,2.509,21277.41904,647.1881625,34.675,681.8631625,121688.2764,1.191011929,5.105689268,5.379241514,,
Beaverhill (AB),100101502617W400,,Kglauc_ss;Kellrslie,AB,WINTERING HILLS,4018499.615,0,0,0.5,0.5,,0.5,3986.2206,0.1,291380.115,3.38,29138.0115,886.2811831,18.25,904.5311831,121688.2764,1.337856713,4.532537931,4.625870407,,
Beaverhill (AB),100063003902W502,,Kglauc_ss;Kellrslie;Jnordegg,AB,MEDICINE RIVER,32830.66014,0,0.33,0.45,0.5,,0.5,4350.39384,2.092,35269.518,0.8,73783.83166,2244.258213,381.79,2626.048213,2626.048213,1.468108934,5.644585821,6.604834694,,
Beaverhill (AB),100131504310W500,,Kglauc_ss;Kellrslie;Jrock_ck,AB,FERRIER,12543.07678,0,0.3654,0.7308,0.5,,0.5,7201.4438,2.533,12543.167,0.022,31771.84201,966.3935278,462.2725,1428.666028,2451.021106,1.818130923,7.180479451,10.61524809,,
Beaverhill (AB),100053605013W500,,Kglauc_ss;Kellrslie;Jrock_ck,AB,PEMBINA,1666130.423,0,0,3.2294,0.5,,0.5,9376.64072,0.021,1594555.896,16.5,33485.67382,1018.522579,3.8325,1022.355079,2451.021106,1.402612889,7.214906507,7.24205478,,
Beaverhill (AB),102163104105W500,,Kglauc_ss;Kmannvl_L,AB,WILLESDEN GREEN,2132895.398,0,0,3.5906,0.5,,0.5,8120.079,0.041,347639.387,7.5,14253.21487,433.5352856,7.4825,441.0177856,441.0177856,1.268830748,7.714917684,7.848071486,,
Beaverhill (AB),100110204404W503,,Kglauc_ss;Kmannvl_L;Jnordegg,AB,PEMBINA,468417.4592,0,0,3.4247,0.5,,0.5,7621.39132,0.048,468420.847,0.786,22484.20066,683.8944367,8.76,692.6544367,692.6544367,1.464956113,7.716163804,7.815000103,,
Beaverhill (AB),100060902519W400,,Kglauc_ss;Kostracod,AB,HUSSAR,203104.2966,0,0,0.001,0.5,,0.5,6845.144576,0.028,623926.141,2.5,17469.93195,531.3770968,5.11,536.4870968,536.4870968,1.343492895,5.675690597,5.730271005,,
Beaverhill (AB),100022302519W400,,Kglauc_ss;Kostracod;Kellrslie,AB,HUSSAR,142248.8286,0,0,0.65,0.5,,0.5,4844.488344,1.382,63441.157,0.01,87675.67897,2666.801902,252.215,2919.016902,2919.016902,1.337080115,4.038473384,4.420415351,,
Beaverhill (AB),100012601327W400,,Kglauc_ss;Ksunburst,AB,CLARESHOLM,106913.8942,0,0,0.7,0.5,,0.5,4790.0264,0.451,181725.54,1.11,81958.21854,2492.895814,82.3075,2575.203314,13692.17679,1.263729726,3.948770229,4.079146077,,
Beaverhill (AB),102083401327W400,,Kglauc_ss;Ksunburst,AB,CLARESHOLM,2052349.626,0,0,1.27,0.5,,0.5,7321.522544,0.093,2013158.011,1.63,187223.695,5694.720723,16.9725,5711.693223,13692.17679,1.615221258,5.001454658,5.016360953,,
Beaverhill (AB),103050802017W400,,Kglauc_ss;Ksunburst,AB,COUNTESS,2052349.626,0,0,1.27,0.5,,0.5,7416.666904,0.103,1056674.013,2.333,108837.4233,3310.471625,18.7975,3329.269125,13692.17679,1.870124484,13.47394261,13.55045027,,
Beaverhill (AB),100122401127W400,,Kglauc_ss;Ksunburst,AB,EASTMONT,2459401.499,0,0.02,5.41,0.5,,0.5,4050.525064,0.017,4008848.274,38.8,68150.42066,2072.908628,3.1025,2076.011128,13692.17679,1.409275014,8.369817954,8.38234497,,
Beaverhill (AB),100103304204W500,,Kglauc_ss;Mpekisko,AB,PEMBINA,1558996.033,0,0,0.61,0.5,,0.5,7645.99762,0.255,887112.083,1.284,226213.5812,6880.663095,46.5375,6927.200595,6927.200595,1.376655736,3.934827968,3.961441254,,
Beaverhill (AB),100113107021W403,,Kgrand_rp,AB,GAMBLER,167792.8655,0,0,0.407,0.5,,0.5,7096.45692,0.51,335588.158,1.419,171149.9606,5205.811302,93.075,5298.886302,5298.886302,1.322406104,5.835739513,5.940077036,,
Beaverhill (AB),100143206306W402,,Kgrd_rp_L,AB,COLD LAKE,2949341.362,0,0.0151,2.0082,0.5,,0.5,2043.96332,0.01,7031392.608,156.333,70313.92608,2138.715252,1.825,2140.540252,2140.540252,0.223181737,3.957760335,3.961137555,,
Beaverhill (AB),100021903620W402,,Khrssh_cy,AB,FENN WEST,1776.758006,0,1.7692,68.075,0.5,,0.5,1601.706088,6.042,5252.709,0.262,31736.86778,965.3297283,1102.665,2067.994728,10913.07586,1.342001707,47.3936592,101.5299068,,
Beaverhill (AB),100041904527W400,,Khrssh_cy,AB,FERRYBANK,1519733.709,0,0,9.5257,0.5,,0.5,2496.71924,0.034,1756257.339,6.7,59712.74953,1816.262798,6.205,1822.467798,10913.07586,0.255504122,11.36889104,11.40773122,,
Beaverhill (AB),102160603825W400,,Khrssh_cy,AB,JOFFRE,466688.3419,0,0.0036,10.2835,0.5,,0.5,2477.0342,0.141,332221.969,0.805,46843.29763,1424.81697,25.7325,1450.54947,10913.07586,0.27327225,11.53756733,11.74593827,,
Beaverhill (AB),100053204227W400,,Khrssh_cy,AB,MORNINGSIDE,261524.9962,0,0,1.1105,0.5,,0.5,2230.9712,0.307,44980.153,0.438,13808.90697,420.0209203,56.0275,476.0484203,10913.07586,0.350205237,4.664781228,5.287026496,,
Beaverhill (AB),102062805008W500,,Khrssh_cy,AB,PEMBINA,32055.85611,0,0,4.9833,0.5,,0.5,5695.53824,9.037,3323.383,0.123,30033.41217,913.5162868,1649.2525,2562.768787,10913.07586,1.034002568,6.324978744,17.74402749,,
Beaverhill (AB),100150502921W400,,Khrssh_cy,AB,WAYNE-ROSEDALE,882228.3445,0,0,3.1821,0.417,,0.417,2542.651,0.025,231135.743,2.833,5778.393575,146.583399,3.805125,150.388524,10913.07586,0.260150209,8.352358223,8.569175184,,
Beaverhill (AB),100091302922W400,,Khrssh_cy,AB,WAYNE-ROSEDALE,1820724.645,0,0.0227,7.0158,0.5,,0.5,2158.79272,0.014,2476053.346,4.5,34664.74684,1054.38605,2.555,1056.94105,10913.07586,0.225978219,7.824658874,7.843619674,,
Beaverhill (AB),100141302922W400,,Khrssh_cy,AB,WAYNE-ROSEDALE,1820724.645,0,0.0227,7.0158,0.5,,0.5,1994.75072,0.014,3107699.608,5.75,43507.79451,1323.362083,2.555,1325.917083,10913.07586,0.221450647,8.476974193,8.49334059,,
Beaverhill (AB),100140802524W400,,Khrssh_cy;Kbelly_rv,AB,ENTICE,1820724.645,0,0.0227,7.0158,0.5,,0.5,2001.3124,0.017,2924101.094,5.4,49709.7186,1512.003941,3.1025,1515.106441,12546.59875,0.218849853,7.613324053,7.628945929,,
Beaverhill (AB),100081302724W400,,Khrssh_cy;Kbelly_rv,AB,ENTICE,43968829.07,0,0,6.37,0.5,,0.5,2076.115552,0.014,1079413.278,12.25,15111.78589,459.6501542,2.555,462.2051542,12546.59875,0.275628292,8.914325999,8.963876951,,
Beaverhill (AB),102011203726W400,,Khrssh_cy;Kbelly_rv,AB,JOFFRE,116286639.5,0,0,0.73,0.5,,0.5,1994.75072,0.021,663462.518,8.83,13932.71288,423.7866834,3.8325,427.6191834,12546.59875,0.231557791,4.287958117,4.326736116,,
Beaverhill (AB),100013202423W400,,Khrssh_cy;Kbelly_rv,AB,PARFLESH,261524.9962,0,0,1.1105,0.5,,0.5,2424.212676,0.214,456324.805,0.419,97653.50827,2970.29421,39.055,3009.34921,12546.59875,0.229463459,3.129886485,3.171039889,,
Beaverhill (AB),102060203425W400,,Khrssh_cy;Kbelly_rv,AB,THREE HILLS CREEK,3069690.48,0,0,5.22,0.5,,0.5,2793.963344,0.093,989423.181,0.07,92016.35583,2798.830823,16.9725,2815.803323,12546.59875,0.267844448,6.299028882,6.337227071,,
Beaverhill (AB),100101002821W402,,Khrssh_cy;Kbelly_rv,AB,WAYNE-ROSEDALE,6169615.876,0,0,5.438,0.5,,0.5,3156.16808,0.141,574609.803,1.878,81019.98222,2464.357793,25.7325,2490.090293,12546.59875,0.258375676,7.096395159,7.170494784,,
Beaverhill (AB),100042202821W402,,Khrssh_cy;Kbelly_rv,AB,WAYNE-ROSEDALE,1073468.142,0,0,5.46,0.5,,0.5,4822.8348,0.01,1572097.362,12,15720.97362,478.1796143,1.825,480.0046143,12546.59875,0.246154376,7.309053875,7.336949299,,
Beaverhill (AB),100110303226W400,,Khrssh_cy;Kbelly_rv,AB,WIMBORNE,1073468.142,0,0,5.46,0.5,,0.5,4931.10252,0.01,4420588.06,12,44205.8806,1344.595535,1.825,1346.420535,12546.59875,0.201544193,6.159876128,6.168236838,,
Beaverhill (AB),100142402324W400,,Khrssh_cy;Kbelly_rv;Kbsbrv_ss,AB,CAVALIER,16620598.43,0,0,0.5996,0.5,,0.5,3293.96336,0.014,1379796.167,0,19317.14634,587.5632012,2.555,590.1182012,5645.444252,0.230772646,3.754704025,3.771031237,,
Beaverhill (AB),100032802424W405,,Khrssh_cy;Kbelly_rv;Kbsbrv_ss,AB,ENTICE,3069690.48,0,0,5.22,0.5,,0.5,2972.44104,0.152,670693.485,0.07,101945.4097,3100.839545,27.74,3128.579545,5645.444252,0.238825014,6.175800428,6.231048918,,
Beaverhill (AB),100082202823W400,,Khrssh_cy;Kbelly_rv;Kbsbrv_ss,AB,ENTICE,35046848.55,0,0,5.78,0.5,,0.5,3179.13396,0.052,108175.271,0.73,5625.114092,171.0972203,9.49,180.5872203,5645.444252,0.302733912,10.43798664,11.01693522,,
Beaverhill (AB),100013602322W400,,Khrssh_cy;Kbelly_rv;Kbsbrv_ss,AB,HUSSAR,1073468.142,0,0,5.46,0.5,,0.5,2811.67988,0.01,4377542.537,2.67,43775.42537,1331.502522,1.825,1333.327522,5645.444252,0.240627573,7.117059193,7.126814062,,
Beaverhill (AB),100013602722W403,,Khrssh_cy;Kbelly_rv;Kbsbrv_ss,AB,HUSSAR,597726.761,0,0,4.21,0.5,,0.5,2772.965968,0.01,1351255.114,0,13512.55114,411.0067638,1.825,412.8317638,5645.444252,0.276834515,7.700487093,7.734679691,,
