Formation,Well UWI,"[lon,lat]",Geoscout Formation,Province,Area,Facility GOR (scf/bbl),Flare (%),Vent (%),Fuel (%),Well Age (yrs),Operator,2017 Prod Time (yrs),Depth (ft),Oil Production (bbl/day),Well GOR (scf/bbl),Well WOR (bbl/bbl),Gas production (scf/day),Cum Gas Prod (BOE),Cum Oil Prod (bbl),Cum BOE (2017),Formation BOE (2017),Drill & Dev Emissions (gCO2e/MJ),WTR Emissions (gCO2e/MJ-crude),WTR - No Allocation (gCO2e/MJ-crude),2017 Emissions (MtCO2e) - Oil Allocation,2017 Emissions (MtCO2e) - No Allocation
Bakken (SK),100133005513W500,,Jrock_ck,AB,MCLEOD,217644.498,0,0,0.39,0.5,,0.5,9251.9688,1.286,217646.072,0.31,279892.8486,8513.407478,234.695,8748.102478,861022.7104,0.5,3.3,3.390973385,,
Bakken (SK),100010205413W500,,Jrock_ck,AB,NITON,563330.8142,0,0,1.412,0.5,,0.5,6633.85848,0.083,1126669.776,3.625,93513.59141,2844.371739,15.1475,2859.519239,861022.7104,0.5,3.6,3.619171545,,
Bakken (SK),100063605211W500,,Jrock_ck,AB,NORTHVILLE,2550989.83,0,0,2.1634,0.5,,0.5,6833.98972,0.076,1593535.054,1.636,121108.6641,3683.721866,13.87,3697.591866,861022.7104,0.5,4.3,4.316190419,,
Bakken (SK),100110905310W500,,Jrock_ck,AB,NORTHVILLE,37176.19989,0,0,1.5223,0.5,,0.5,6685.695752,2.599,74352.937,0.192,193243.2833,5877.816534,474.3175,6352.134034,861022.7104,0.6,4.2,4.53892407,,
Bakken (SK),100133205310W500,,Jrock_ck,AB,NORTHVILLE,16181.08579,0,0.1508,0.2387,0.5,,0.5,6375.656372,4.76,32362.406,0.014,154045.0526,4685.537017,868.7,5554.237017,861022.7104,0.5,3.9,4.623061196,,
Bakken (SK),100093305310W502,,Jrock_ck,AB,NORTHVILLE,259459.6351,0,0,0.4647,0.5,,0.5,6003.281032,0.562,518923.023,15.411,291634.7389,8870.556642,102.565,8973.121642,861022.7104,0.4,3.1,3.135843467,,
Bakken (SK),100020305410W500,,Jrock_ck,AB,NORTHVILLE,4337.979486,0,0,2.5995,0.5,,0.5,5986.548748,13.9,4338.011,0.231,60298.3529,1834.074901,2536.75,4370.824901,861022.7104,1.1,5.4,12.86886073,,
Bakken (SK),103011904204W500,,Jrock_ck,AB,PEMBINA,15005.11768,0.9369,0.5295,8.8175,0.5,,0.5,5916.666856,8.42,15193.754,0.157,127931.4087,3891.247015,1536.65,5427.897015,861022.7104,0.7,10.3,14.36746088,,
Bakken (SK),103101504304W500,,Jrock_ck,AB,PEMBINA,529456.1041,0,0,3.6585,0.5,,0.5,7130.577656,0.034,1058919.866,8.4,36003.27544,1095.099628,6.205,1101.304628,861022.7104,0.4,6.4,6.436263367,,
Bakken (SK),102142104304W502,,Jrock_ck,AB,PEMBINA,20771.007,0,2.1567,0.001,0.5,,0.5,7090.879492,0.648,41542.314,0.489,26919.41947,818.7990089,118.26,937.0590089,861022.7104,0.6,12.1,13.8476157,,
Bakken (SK),100062704405W500,,Jrock_ck,AB,PEMBINA,40050.76221,0,0,3.6305,0.5,,0.5,7397.638032,0.672,80102.104,0.856,53828.61389,1637.287006,122.64,1759.927006,861022.7104,0.6,5.8,6.234445517,,
Bakken (SK),100161404406W500,,Jrock_ck,AB,PEMBINA,54759.46765,0,0,0.5022,0.5,,0.5,7125.98448,1.689,108969.722,0.324,184049.8605,5598.183257,308.2425,5906.425757,861022.7104,0.5,3.8,4.009232432,,
Bakken (SK),100072304406W500,,Jrock_ck,AB,PEMBINA,136621.7589,0,0,46.5753,0.333,,0.333,7477.362444,0.016,136622.747,0,2185.963952,44.28216476,1.94472,46.22688476,861022.7104,1.1,75.4,78.71130804,,
Bakken (SK),100043204507W500,,Jrock_ck,AB,PEMBINA,89257.84995,0,0,0.3561,0.5,,0.5,7368.438556,4.505,89258.495,0.231,402109.52,12230.83123,822.1625,13052.99373,861022.7104,0.5,3.6,3.841993773,,
Bakken (SK),100031804607W500,,Jrock_ck,AB,PEMBINA,6184091.192,0,0,1.127,0.5,,0.5,7234.580284,0.024,6667778.252,1.286,160026.678,4867.478123,4.38,4871.858123,861022.7104,0.4,4,4.0035994,,
Bakken (SK),100140504608W500,,Jrock_ck,AB,PEMBINA,7399238.367,0,0,1.0664,0.5,,0.5,7103.0186,0.062,1238026.673,0.611,76757.65373,2334.711968,11.315,2346.026968,861022.7104,0.5,3.8,3.818416405,,
Bakken (SK),102061904610W500,,Jrock_ck,AB,PEMBINA,7399238.367,0,0,1.0664,0.5,,0.5,7683.72728,0.107,412403.882,2.452,44127.21537,1342.202801,19.5275,1361.730301,861022.7104,0.4,4.2,4.261105147,,
Bakken (SK),100073104610W502,,Jrock_ck,AB,PEMBINA,1169244.053,0,0,1.9806,0.5,,0.5,8415.3546,0.476,577493.529,0.471,274886.9198,8361.143811,86.87,8448.013811,861022.7104,0.5,4.3,4.344675825,,
Bakken (SK),100061204611W500,,Jrock_ck,AB,PEMBINA,141184.9299,0,0.1117,1.2064,0.5,,0.5,9946.194544,0.613,139482.635,0,85502.85526,2600.711847,111.8725,2712.584347,861022.7104,0.5,4.7,4.902175705,,
Bakken (SK),100091304611W500,,Jrock_ck,AB,PEMBINA,1169244.053,0,0,1.9806,0.5,,0.5,8443.569824,0.348,368508.961,0.525,128241.1184,3900.667351,63.51,3964.177351,861022.7104,0.5,5.4,5.487921878,,
Bakken (SK),100142204611W500,,Jrock_ck,AB,PEMBINA,158612.2475,0,0,1.9107,0.5,,0.5,8340.551448,0.303,317226.789,2.455,96119.71707,2923.641394,55.2975,2978.938894,861022.7104,0.5,4.8,4.890786784,,
Bakken (SK),100052704611W500,,Jrock_ck,AB,PEMBINA,1169244.053,0,0,1.9806,0.5,,0.5,8565.945156,0.028,903955.983,1.25,25310.76752,769.8691787,5.11,774.9791787,861022.7104,0.6,11.8,11.8783224,,
Bakken (SK),100023304611W500,,Jrock_ck,AB,PEMBINA,96210.05861,0,0.0834,7.7532,0.5,,0.5,8500.65644,0.241,192421.509,1.3,46373.58367,1410.529837,43.9825,1454.512337,861022.7104,0.5,8.7,8.971279444,,
Bakken (SK),100043404611W500,,Jrock_ck,AB,PEMBINA,39133.03559,0,0.2017,2.6793,0.5,,0.5,8546.5882,0.858,78266.637,0.313,67152.77455,2042.563559,156.585,2199.148559,861022.7104,0.5,5.8,6.244633899,,
Bakken (SK),100082504612W500,,Jrock_ck,AB,PEMBINA,64253.48709,0,0.1687,1.7881,0.5,,0.5,8559.71156,0.486,118026.762,0.362,57361.00633,1744.730609,88.695,1833.425609,861022.7104,0.5,5.3,5.56943042,,
Bakken (SK),102053104708W500,,Jrock_ck,AB,PEMBINA,18523.76683,0,0,0.001,0.5,,0.5,8698.163008,4.849,37047.802,0.029,179644.7919,5464.195754,884.9425,6349.138254,861022.7104,0.6,3.5,4.066835247,,
Bakken (SK),100141804710W502,,Jrock_ck,AB,PEMBINA,880933.9679,0,0.0059,4.3241,0.417,,0.417,7240.81388,0.302,53762.038,0.699,16236.13548,411.8701668,45.96591,457.8360768,861022.7104,0.5,7.5,8.33702184,,
Bakken (SK),100152004710W500,,Jrock_ck,AB,PEMBINA,21714.84291,0,0,0.5926,0.5,,0.5,10154.52788,2.03,43430,0,88162.9,2681.621542,370.475,3052.096542,861022.7104,0.6,4,4.552613401,,
Bakken (SK),100110304711W500,,Jrock_ck,AB,PEMBINA,24470.97245,0,0.2306,1.2298,0.5,,0.5,8024.93464,2.058,24471.149,0.162,50361.62464,1531.832749,375.585,1907.417749,861022.7104,0.7,5.5,6.84852679,,
Bakken (SK),100131104711W500,,Jrock_ck,AB,PEMBINA,36650.81433,0,0,19.5745,0.5,,0.5,8385.82704,0.124,73302.159,0,9089.467716,276.4713097,22.63,299.1013097,861022.7104,0.6,17.9,19.3651683,,
Bakken (SK),100121604711W500,,Jrock_ck,AB,PEMBINA,20287.39544,0,0,0.2768,0.5,,0.5,8241.141996,6.204,40462.792,0.019,251031.1616,7635.531165,1132.23,8767.761165,861022.7104,0.6,3.5,4.018995328,,
Bakken (SK),100021704711W500,,Jrock_ck,AB,PEMBINA,52256.46761,0,0.1855,4.6642,0.5,,0.5,8257.546196,1.847,93657.533,0.707,172985.4635,5261.641181,337.0775,5598.718681,861022.7104,0.5,6.6,7.022817031,,
Bakken (SK),102052704711W500,,Jrock_ck,AB,PEMBINA,52256.46761,0,0.1855,4.6642,0.5,,0.5,8325.459584,3.967,79243.892,0.785,314360.5196,9561.799138,723.9775,10285.77664,861022.7104,0.5,6.5,6.992151496,,
Bakken (SK),100132704711W500,,Jrock_ck,AB,PEMBINA,76851.02479,0,0.0401,1.7997,0.5,,0.5,8100.39396,0.345,63557.651,0.21,21927.3896,666.9581003,62.9625,729.9206003,861022.7104,0.5,5.4,5.909773402,,
Bakken (SK),100082804711W500,,Jrock_ck,AB,PEMBINA,19856.84533,0,0.3849,10.2887,0.5,,0.5,8017.388708,3.291,36703.829,0.196,120792.3012,3674.099162,600.6075,4274.706662,861022.7104,0.6,11.5,13.37991286,,
Bakken (SK),102090104712W500,,Jrock_ck,AB,PEMBINA,76851.02479,0,0.0401,1.7997,0.5,,0.5,7975.065872,1.709,57776.389,0.298,98739.8488,3003.337068,311.8925,3315.229568,861022.7104,0.5,4.5,4.967318925,,
Bakken (SK),100021404712W500,,Jrock_ck,AB,PEMBINA,8199.165645,0,0.597,2.4179,0.5,,0.5,8539.370352,3.953,16398.45,0.833,64823.07285,1971.701799,721.4225,2693.124299,861022.7104,0.8,7,9.561217676,,
Bakken (SK),102101204809W500,,Jrock_ck,AB,PEMBINA,2553448.765,0,0,0.3165,0.5,,0.5,8573.163004,0.114,5106934.462,30.152,582190.5287,17708.29525,20.805,17729.10025,861022.7104,0.4,3.5,3.504112056,,
Bakken (SK),103041904809W500,,Jrock_ck,AB,PEMBINA,880933.9679,0,0.0059,4.3241,0.5,,0.5,7112.86112,0.079,482614.361,4.261,38126.53452,1159.682092,14.4175,1174.099592,861022.7104,0.4,6.4,6.479566634,,
Bakken (SK),103142304809W500,,Jrock_ck,AB,PEMBINA,100257.2991,0,0.0057,6.9773,0.5,,0.5,7435.039608,1.682,186525.486,0.83,313735.8675,9542.799303,306.965,9849.764303,861022.7104,0.4,7.5,7.741253895,,
Bakken (SK),100112504809W500,,Jrock_ck,AB,PEMBINA,880933.9679,0,0.0059,4.3241,0.5,,0.5,6994.75088,0.379,88507.04,3.864,33544.16816,1020.301782,69.1675,1089.469282,861022.7104,0.5,6.4,6.833863792,,
Bakken (SK),100132504809W500,,Jrock_ck,AB,PEMBINA,880933.9679,0,0.0059,4.3241,0.5,,0.5,8799.869048,0.748,312763.544,0.733,233947.1309,7115.891898,136.51,7252.401898,861022.7104,0.5,5.9,6.013184547,,
Bakken (SK),102163004809W500,,Jrock_ck,AB,PEMBINA,880933.9679,0,0.0059,4.3241,0.5,,0.5,6957.349304,0.565,189083.052,1.317,106831.9244,3249.471034,103.1125,3352.583534,861022.7104,0.5,5.7,5.8808729,,
Bakken (SK),102073104809W500,,Jrock_ck,AB,PEMBINA,190330.2292,0.0704,0,18.5915,0.5,,0.5,7531.16822,0.152,704253.68,0.818,107046.5594,3255.999515,27.74,3283.739515,861022.7104,0.6,18.2,18.35505776,,
Bakken (SK),100013504809W500,,Jrock_ck,AB,PEMBINA,190330.2292,0.0704,0,18.5915,0.5,,0.5,7385.17084,0.476,195047.483,0.5,92842.60191,2823.962475,86.87,2910.832475,861022.7104,0.5,16.9,17.41987341,,
Bakken (SK),100113504809W500,,Jrock_ck,AB,PEMBINA,55852.33657,0,0,0.3354,0.5,,0.5,6971.785,3.46,111705.481,0.059,386500.9643,11756.071,631.45,12387.521,861022.7104,0.5,2.8,2.950395485,,
Bakken (SK),100020204909W500,,Jrock_ck,AB,PEMBINA,29483.60564,0,0,0.3117,0.5,,0.5,6963.5829,4.842,58967.638,0.207,285521.3032,8684.606306,883.665,9568.271306,861022.7104,0.6,3.5,3.856127542,,
Bakken (SK),102120204909W500,,Jrock_ck,AB,PEMBINA,77874.53408,0,0,0.001,0.5,,0.5,6895.341428,1.472,155750.195,0.663,229264.287,6973.455396,268.64,7242.095396,861022.7104,0.5,3.4,3.530978969,,
Bakken (SK),102163504910W500,,Jrock_ck,AB,PEMBINA,13115.51132,0,0,1.7162,0.5,,0.5,6776.246936,12.207,13115.606,0.302,160102.2024,4869.775323,2227.7775,7097.552823,861022.7104,0.8,4.8,6.995857363,,
Bakken (SK),102033604910W500,,Jrock_ck,AB,PEMBINA,429215.57,0,0,0.001,0.5,,0.5,7270.34144,0.386,429218.674,1.045,165678.4082,5039.384916,70.445,5109.829916,861022.7104,0.4,3.3,3.346130332,,
Bakken (SK),102123604910W500,,Jrock_ck,AB,PEMBINA,270583.9739,0,0,0.001,0.5,,0.5,7157.480544,0.393,270585.931,1.64,106340.2709,3234.516573,71.7225,3306.239073,861022.7104,0.4,3.2,3.270957126,,
Bakken (SK),100130105010W500,,Jrock_ck,AB,PEMBINA,491629.8862,0,0,0.001,0.5,,0.5,7239.17346,0.576,491633.442,1.06,283180.8626,8613.417904,105.12,8718.537904,861022.7104,0.4,3.4,3.441494329,,
Bakken (SK),100131505111W500,,Jrock_ck,AB,PEMBINA,245121.3029,0,0,0.001,0.5,,0.5,7251.968736,0.262,245123.076,1.132,64222.24591,1953.426646,47.815,2001.241646,861022.7104,0.5,2.8,2.868536999,,
Bakken (SK),100112705111W500,,Jrock_ck,AB,PEMBINA,48216.06639,0,0.1814,4.2118,0.5,,0.5,7335.95824,2.864,21911.259,0.272,62753.84578,1908.762809,522.68,2431.442809,861022.7104,0.7,7.1,9.044205944,,
Bakken (SK),100102805719W500,,Jrock_ck,AB,PINE CREEK,250762.8664,0,0,6.255,0.5,,0.5,7205.380808,1.578,106322.524,0.419,167776.9429,5103.215347,287.985,5391.200347,861022.7104,0.6,8,8.451456551,,
Bakken (SK),102163405315W500,,Jrock_ck,AB,ROSEVEAR,57485.04099,0,0.2105,3.9714,0.5,,0.5,8977.362492,2.399,57485.457,0.455,137907.6113,4194.689844,437.8175,4632.507344,861022.7104,0.6,6.7,7.399307305,,
Bakken (SK),100023304914W500,,Jrock_ck,AB,WESTPEM,34131148.51,0,0.0015,1.123,0.5,,0.5,7496.391316,0.079,1285995.172,0.043,101593.6186,3090.139232,14.4175,3104.556732,861022.7104,0.6,4.2,4.219595719,,
Bakken (SK),100023504914W500,,Jrock_ck,AB,WESTPEM,3203570.968,0,0.004,1.8483,0.5,,0.5,8963.911048,3.402,72887.84,0.537,247964.4317,7542.251464,620.865,8163.116464,861022.7104,0.7,5.3,5.736286766,,
Bakken (SK),100153504914W500,,Jrock_ck,AB,WESTPEM,1393096.159,0,0,0.7372,0.5,,0.5,8805.446476,0.138,648490.162,2.125,89491.64236,2722.037455,25.185,2747.222455,861022.7104,0.4,4,4.037009043,,
Bakken (SK),102070805014W500,,Jrock_ck,AB,WESTPEM,1393096.159,0,0,0.7372,0.5,,0.5,8779.52784,0.041,6365590.66,24.5,260989.2171,7938.42202,7.4825,7945.90452,861022.7104,0.4,3.2,3.203016217,,
Bakken (SK),100140805014W500,,Jrock_ck,AB,WESTPEM,1393096.159,0,0,0.7372,0.5,,0.5,8933.72732,0.086,1132359.272,3.04,97382.89739,2962.063129,15.695,2977.758129,861022.7104,0.4,3.8,3.820134952,,
Bakken (SK),100011005014W500,,Jrock_ck,AB,WESTPEM,1393096.159,0,0,0.7372,0.5,,0.5,8953.41236,0.069,2114190.221,8.35,145879.1252,4437.156725,12.5925,4449.749225,861022.7104,0.5,3.8,3.810784271,,
Bakken (SK),100151005014W500,,Jrock_ck,AB,WESTPEM,1393096.159,0,0,0.7372,0.5,,0.5,8736.548836,0.138,919255.86,8.325,126857.3087,3858.576473,25.185,3883.761473,861022.7104,0.4,3.9,3.925455372,,
Bakken (SK),100061605014W500,,Jrock_ck,AB,WESTPEM,1393096.159,0,0,0.7372,0.5,,0.5,8693.897916,0.124,944506.114,2.028,117118.7581,3562.362226,22.63,3584.992226,861022.7104,0.4,3.9,3.924774853,,
Bakken (SK),102091805014W500,,Jrock_ck,AB,WESTPEM,1393096.159,0,0,0.7372,0.5,,0.5,8750.00028,0.103,1412080.31,4.467,145444.2719,4423.929937,18.7975,4442.727437,861022.7104,0.4,3.8,3.81614639,,
Bakken (SK),100130205114W500,,Jrock_ck,AB,WESTPEM,3203570.968,0,0.004,1.8483,0.5,,0.5,8825.4596,0.045,1575552.522,16.769,70899.86349,2156.537514,8.2125,2164.750014,861022.7104,0.4,10.1,10.1384627,,
Bakken (SK),100131005114W500,,Jrock_ck,AB,WESTPEM,3203570.968,0,0.004,1.8483,0.5,,0.5,8259.842784,1.368,213511.64,4.753,292083.9235,8884.21934,249.66,9133.87934,861022.7104,0.5,4.8,4.93488726,,
Bakken (SK),100081605114W500,,Jrock_ck,AB,WESTPEM,3203570.968,0,0.004,1.8483,0.5,,0.5,8253.609188,2.309,50665.782,0.601,116987.2906,3558.363422,421.3925,3979.755922,861022.7104,0.6,4.9,5.48027329,,
Bakken (SK),100081705114W500,,Jrock_ck,AB,WESTPEM,77903.75259,0,0,0.4047,0.5,,0.5,8208.005512,1.975,52422.843,1.553,103535.1149,3149.193078,360.4375,3509.630578,861022.7104,0.6,4.2,4.680706474,,
Bakken (SK),100031905114W500,,Jrock_ck,AB,WESTPEM,3203570.968,0,0.004,1.8483,0.5,,0.5,8240.157744,1.199,140414.238,2.305,168356.6714,5120.848755,218.8175,5339.666255,861022.7104,0.6,5.3,5.52647276,,
Bakken (SK),100121905114W500,,Jrock_ck,AB,WESTPEM,340607.8138,0.0445,0,1.3498,0.5,,0.5,8442.913656,0.593,148069.635,2.11,87805.29356,2670.744346,108.2225,2778.966846,861022.7104,0.5,7.9,8.220119652,,
Bakken (SK),102032005114W500,,Jrock_ck,AB,WESTPEM,340607.8138,0.0445,0,1.3498,0.5,,0.5,8316.601316,0.028,1591046.75,0.5,44549.309,1355.041482,5.11,1360.151482,861022.7104,0.5,4.3,4.31621574,,
Bakken (SK),100082405115W500,,Jrock_ck,AB,WESTPEM,4704494.071,0,0,1.381,0.5,,0.5,8353.01864,0.072,2058164.2,7.238,148187.8224,4507.379598,13.14,4520.519598,861022.7104,0.4,4.1,4.111952399,,
Bakken (SK),100132405115W502,,Jrock_ck,AB,WESTPEM,340607.8138,0.0445,0,1.3498,0.5,,0.5,8319.882156,0.483,676523.225,1.621,326760.7177,9938.97183,88.1475,10027.11933,861022.7104,0.5,4,4.0354755,,
Bakken (SK),100082605115W500,,Jrock_ck,AB,WESTPEM,1923407.443,0,0,0.8149,0.5,,0.5,8479.33098,0.131,4516824.847,18.263,591704.055,17997.66501,23.9075,18021.57251,861022.7104,0.4,3.6,3.60478212,,
Bakken (SK),100013405115W500,,Jrock_ck,AB,WESTPEM,162818.0341,0.0235,0,9.6631,0.5,,0.5,8248.03176,0.386,102968.367,1.161,39745.78966,1208.934435,70.445,1279.379435,861022.7104,0.6,9.7,10.26522213,,
Bakken (SK),100141905214W500,,Jrock_ck,AB,WESTPEM,162818.0341,0.0235,0,9.6631,0.5,,0.5,8263.451708,0.896,52410.444,0.996,46959.75782,1428.3593,163.52,1591.8793,861022.7104,0.6,9.9,11.03336189,,
Bakken (SK),100032105214W500,,Jrock_ck,AB,WESTPEM,43452.2697,0,0,1.7444,0.5,,0.5,8006.561936,3.229,45893.786,0.102,148191.035,4507.477315,589.2925,5096.769815,861022.7104,0.5,4.3,4.86216761,,
Bakken (SK),100162505215W500,,Jrock_ck,AB,WESTPEM,3203570.968,0,0.004,1.8483,0.5,,0.5,7999.672172,3.808,13693.608,0.443,52145.25926,1586.084969,694.96,2281.044969,861022.7104,0.8,5.3,7.622251375,,
Bakken (SK),100093505215W500,,Jrock_ck,AB,WESTPEM,10425.68678,0,0,1.5509,0.5,,0.5,7910.10524,11.728,10425.762,0.215,122273.3367,3719.147325,2140.36,5859.507325,861022.7104,0.8,5,7.877487517,,
Bakken (SK),100143605215W500,,Jrock_ck,AB,WESTPEM,16116.73197,0,0,0.828,0.5,,0.5,7837.270592,9.867,29604.787,0.151,292110.4333,8885.02568,1800.7275,10685.75318,861022.7104,0.7,4,4.810679705,,
Bakken (SK),100160505015W500,,Jrock_ck,AB,WHITEHORSE,25796.27368,0,0,0.001,0.5,,0.5,7793.63542,0.107,1953892.436,80.419,209066.4907,6359.105759,19.5275,6378.633259,861022.7104,0.4,3.5,3.510747777,,
Bakken (SK),100152705015W500,,Jrock_ck,AB,WHITEHORSE,5936.133392,0,0,1.9444,0.5,,0.5,9340.55148,3.746,11156.953,0.367,41793.94594,1271.232522,683.645,1954.877522,861022.7104,0.8,5.3,8.150240563,,
Bakken (SK),100010804004W503,,Jrock_ck,AB,WILLESDEN GREEN,386056.5604,0,0,2.4577,0.5,,0.5,8657.480592,0.272,772118.705,0,210016.2878,6387.995421,49.64,6437.635421,861022.7104,0.5,5,5.038854129,,
Bakken (SK),102081304006W500,,Jrock_ck,AB,WILLESDEN GREEN,5576.716611,0,1.0987,0.819,0.5,,0.5,7863.845396,17.37,5576.757,0.25,96868.26909,2946.409851,3170.025,6116.434851,861022.7104,1.1,7.5,15.56920581,,
Bakken (SK),100030304105W500,,Jrock_ck,AB,WILLESDEN GREEN,330442.8907,0,0.0875,1.4711,0.5,,0.5,8043.307344,0.124,1800269.827,9.722,223233.4585,6790.017696,22.63,6812.647696,861022.7104,0.5,4.9,4.916330885,,
Bakken (SK),100160304105W502,,Jrock_ck,AB,WILLESDEN GREEN,137381.4079,0,0.1436,0.6717,0.5,,0.5,7796.260092,1.323,44039.781,0.802,58264.63026,1772.215837,241.4475,2013.663337,861022.7104,0.6,4.7,5.34033016,,
Bakken (SK),100061404105W500,,Jrock_ck,AB,WILLESDEN GREEN,137381.4079,0,0.1436,0.6717,0.5,,0.5,7989.501568,0.069,1288277.642,18.95,88891.1573,2703.772701,12.5925,2716.365201,861022.7104,0.5,4.3,4.320026739,,
Bakken (SK),100122004105W500,,Jrock_ck,AB,WILLESDEN GREEN,95489.68241,0,0,1.1547,0.5,,0.5,7726.3782,0.048,5048357.551,8.5,242321.1624,7370.602023,8.76,7379.362023,861022.7104,0.4,4.2,4.204991723,,
Bakken (SK),100062504105W500,,Jrock_ck,AB,WILLESDEN GREEN,5543.650324,0,0,4.3876,0.417,,0.417,7916.66692,1.146,11087.381,0.318,12706.13863,322.3229717,174.42693,496.7499017,861022.7104,0.9,7.2,11.09632141,,
Bakken (SK),100093104105W500,,Jrock_ck,AB,WILLESDEN GREEN,2133164.286,0,0,0.7097,0.5,,0.5,7614.82964,0.031,7272197.998,55.556,225438.1379,6857.076694,5.6575,6862.734194,861022.7104,0.4,4.7,4.703877782,,
Bakken (SK),100122704106W500,,Jrock_ck,AB,WILLESDEN GREEN,1007979.178,0,0,1.191,0.5,,0.5,7831.036996,0.086,263887.772,1.2,22694.34839,690.2864302,15.695,705.9814302,861022.7104,0.5,4.8,4.909137304,,
Bakken (SK),100033404106W500,,Jrock_ck,AB,WILLESDEN GREEN,123544.633,0,0,1.861,0.5,,0.5,8108.924144,3.805,38061.519,0,144824.0798,4405.065761,694.4125,5099.478261,861022.7104,0.6,4.6,5.325141842,,
Bakken (SK),100043604106W500,,Jrock_ck,AB,WILLESDEN GREEN,20616.70524,0,0.0966,1.69,0.5,,0.5,8099.081624,0.972,41233.709,0.333,40079.16515,1219.074607,177.39,1396.464607,861022.7104,0.6,5.2,5.956662468,,
Bakken (SK),100051504205W500,,Jrock_ck,AB,WILLESDEN GREEN,11472.63685,0,0,2.7188,0.5,,0.5,7980.315216,1.272,22945.44,0.355,29186.59968,887.7590736,232.14,1119.899074,861022.7104,0.6,5.6,7.064343242,,
Bakken (SK),100141804205W500,,Jrock_ck,AB,WILLESDEN GREEN,34413.03809,0,0.1222,2.5665,0.5,,0.5,7454.06848,0.92,68826.574,0.345,63320.44808,1925.996962,167.9,2093.896962,861022.7104,0.6,5.6,6.088183532,,
Bakken (SK),102061904205W500,,Jrock_ck,AB,WILLESDEN GREEN,20071.80891,0,0,1.1609,0.5,,0.5,7772.30996,0.4,228215.488,1.457,91286.1952,2776.621771,73,2849.621771,861022.7104,0.5,4,4.105163765,,
Bakken (SK),100110404206W500,,Jrock_ck,AB,WILLESDEN GREEN,24922.62512,0,0,1.2991,0.5,,0.5,7789.370328,0.758,61965.136,0.055,46969.57309,1428.657848,138.335,1566.992848,861022.7104,0.5,4.6,5.045411755,,
Bakken (SK),100050504206W500,,Jrock_ck,AB,WILLESDEN GREEN,76475.99573,0,0.0623,1.5161,0.5,,0.5,8166.01076,2.437,76476.549,0.331,186373.3499,5668.856059,444.7525,6113.608559,861022.7104,0.5,4.9,5.284431573,,
Bakken (SK),100091004206W500,,Jrock_ck,AB,WILLESDEN GREEN,33650.12638,0,0.1112,1.5295,0.5,,0.5,8333.3336,2.068,67300.739,0.268,139177.9283,4233.328652,377.41,4610.738652,861022.7104,0.6,4.8,5.227929922,,
Bakken (SK),102141104206W500,,Jrock_ck,AB,WILLESDEN GREEN,30219.90434,0,0,1.8848,0.5,,0.5,8234.9084,3.091,30220.123,0.074,93410.40019,2841.233006,564.1075,3405.340506,861022.7104,0.7,4.8,5.753007372,,
Bakken (SK),100111204206W500,,Jrock_ck,AB,WILLESDEN GREEN,20071.80891,0,0,1.1609,0.5,,0.5,7988.8454,2.309,17405.364,0.106,40188.98548,1222.414975,421.3925,1643.807475,861022.7104,0.8,4.7,6.320190189,,
Bakken (SK),100031304206W500,,Jrock_ck,AB,WILLESDEN GREEN,20071.80891,0,0,1.1609,0.5,,0.5,8005.2496,3.667,23746.1,0.141,87076.9487,2648.590523,669.2275,3317.818023,861022.7104,0.7,4.3,5.386494203,,
Bakken (SK),102161304206W500,,Jrock_ck,AB,WILLESDEN GREEN,151471.0592,0,0,1.1364,0.5,,0.5,7906.8244,0.472,151472.155,2.825,71494.85716,2174.635239,86.14,2260.775239,861022.7104,0.5,4.2,4.366367211,,
Bakken (SK),100021404206W500,,Jrock_ck,AB,WILLESDEN GREEN,20071.80891,0,0,1.1609,0.5,,0.5,7910.10524,3.898,9308.079,0.062,36282.89194,1103.60463,711.385,1814.98963,861022.7104,0.9,5,8.223006595,,
Bakken (SK),100111404206W500,,Jrock_ck,AB,WILLESDEN GREEN,20071.80891,0,0,1.1609,0.5,,0.5,8021.6538,1.944,54991.552,0.321,106903.5771,3251.65047,354.78,3606.43047,861022.7104,0.6,4.2,4.658252206,,
Bakken (SK),100012404206W500,,Jrock_ck,AB,WILLESDEN GREEN,20071.80891,0,0,1.1609,0.5,,0.5,8159.44908,1.492,57935.756,0.365,86440.14795,2629.221167,272.29,2901.511167,861022.7104,0.6,4.2,4.634964549,,
Bakken (SK),103062404206W500,,Jrock_ck,AB,WILLESDEN GREEN,20071.80891,0,0,1.1609,0.5,,0.5,7882.2181,0.648,66628.974,0.41,43175.57515,1313.257077,118.26,1431.517077,861022.7104,0.5,4.6,5.014234204,,
Bakken (SK),102163004207W500,,Jrock_ck,AB,WILLESDEN GREEN,43630.95804,0,0,2.5049,0.5,,0.5,7791.995,0.451,87262.547,0.221,39355.4087,1197.060348,82.3075,1279.367848,861022.7104,0.5,5.4,5.771293311,,
Bakken (SK),100033204207W500,,Jrock_ck,AB,WILLESDEN GREEN,680012.0939,0,0.0265,0.4102,0.5,,0.5,8278.543572,1.337,138831.941,0.278,185618.3051,5645.890113,244.0025,5889.892613,861022.7104,0.5,3.7,3.859905565,,
